dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.stm.cpint-cpitch cpitch.weight.stm.cpint-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.59 cpitch.60 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.79 cpitch.84 probability information.content entropy 
8 2 7 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 72 0 1.0 0.05263157 4.2479277 4.2479267 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 4.2479277 4.2479267 
8 2 8 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 84 0 1.0 0.035087716 4.8328905 3.5830898 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 4.8328905 3.5830898 
8 2 9 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 96 0 1.0 0.035087716 4.8328905 3.5830898 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 4.8328905 3.5830898 
8 2 10 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 108 0 1.0 0.035087716 4.8328905 3.5830898 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 0.035087716 0.035087716 0.035087716 4.8328905 3.5830898 
8 2 11 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 120 0 1.0 0.22580643 2.1468415 3.686358 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.22580643 0.032258064 0.032258064 0.22580643 0.032258064 0.032258064 0.032258064 0.22580643 2.1468415 3.686358 
8 2 12 "2" NA 0 0 1 0 NA 0 12 0 NA NA 77 96 4 500000 NA NA 12 132 1 1.0 0.16279067 2.61891 3.0922618 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.44186044 0.02325581 0.02325581 0.16279067 0.02325581 0.02325581 0.16279067 2.61891 3.0922618 
8 2 13 "2" NA 0 0 1 0 NA 0 12 0 NA NA 79 96 4 500000 NA NA 12 144 1 1.0 0.035087716 4.8328905 3.5830898 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 4.8328905 3.5830898 
8 2 14 "2" NA 0 0 1 0 NA 0 12 0 NA NA 84 96 4 500000 NA NA 12 156 0 1.0 0.035087716 4.8328905 3.5830898 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 0.035087716 0.035087716 0.035087716 0.035087716 4.8328905 3.5830898 
8 2 15 "2" NA 0 0 1 0 NA 0 12 0 NA NA 79 96 4 500000 NA NA 12 168 0 1.0 0.05263157 4.2479277 4.2479267 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 4.2479277 4.2479267 
8 2 16 "2" NA 0 0 1 0 NA 0 12 0 NA NA 77 96 4 500000 NA NA 12 180 0 1.0 0.032258064 4.954196 3.686358 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.22580643 0.032258064 0.032258064 0.22580643 0.032258064 4.954196 3.686358 
8 2 17 "2" NA 0 0 1 0 NA 0 12 0 NA NA 79 96 4 500000 NA NA 12 192 0 1.0 0.22580643 2.1468415 3.686358 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.032258064 0.22580643 0.032258064 0.032258064 0.032258064 0.22580643 0.032258064 0.22580643 2.1468415 3.686358 
8 2 18 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 204 1 0.99999994 0.11797752 3.083416 3.224543 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.022471908 0.11797752 0.11797752 0.022471908 0.4044944 0.11797752 3.083416 3.224543 
8 2 19 "2" NA 0 0 1 0 NA 0 12 0 NA NA 77 96 4 500000 NA NA 12 216 1 0.99999994 0.5462185 0.8724498 2.5932002 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.01680672 0.16806722 0.01680672 0.01680672 0.5462185 0.01680672 0.01680672 0.5462185 0.8724498 2.5932002 
8 2 20 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 228 2 1.0 0.44186044 1.1783373 3.0922618 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.44186044 0.02325581 0.02325581 0.02325581 0.16279067 0.02325581 0.44186044 1.1783373 3.0922618 
8 2 21 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 240 1 1.0 0.44186044 1.1783373 3.0922616 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.44186044 0.02325581 0.02325581 0.16279067 0.02325581 0.02325581 0.02325581 0.44186044 1.1783373 3.0922616 
8 2 22 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 252 1 1.0 0.02325581 5.426265 3.0922616 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.44186044 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.16279067 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 5.426265 3.0922616 
8 2 23 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 264 0 1.0 0.021739127 5.5235624 3.0468242 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.021739127 0.21739131 0.021739127 0.021739127 0.4130435 0.021739127 0.021739127 0.021739127 5.5235624 3.0468242 
8 2 24 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 276 0 1.0 0.16535434 2.5963671 3.8019447 0.031496063 0.031496063 0.031496063 0.031496063 0.031496063 0.031496063 0.031496063 0.16535434 0.031496063 0.031496063 0.031496063 0.031496063 0.031496063 0.16535434 0.031496063 0.16535434 0.031496063 0.031496063 0.031496063 0.16535434 2.5963671 3.8019447 
8 2 25 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 288 1 1.0 0.36842105 1.4405726 3.5830898 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.035087716 0.36842105 1.4405726 3.5830898 
8 2 26 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 300 1 0.99999994 0.40449437 1.3058084 3.2245429 0.022471907 0.022471907 0.022471907 0.022471907 0.022471907 0.022471907 0.022471907 0.117977515 0.022471907 0.022471907 0.022471907 0.022471907 0.022471907 0.40449437 0.022471907 0.117977515 0.022471907 0.022471907 0.022471907 0.40449437 1.3058084 3.2245429 
8 2 27 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 312 1 1.0 0.16279067 2.61891 3.0922618 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.02325581 0.16279067 0.02325581 0.02325581 0.44186044 0.02325581 0.02325581 0.02325581 0.16279067 2.61891 3.0922618 
8 2 28 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 324 1 1.0 0.021778582 5.520946 3.3003187 0.021778582 0.021778582 0.021778582 0.021778582 0.021778582 0.021778582 0.021778582 0.2686025 0.021778582 0.021778582 0.021778582 0.021778582 0.021778582 0.11433756 0.021778582 0.2686025 0.021778582 0.021778582 0.021778582 0.021778582 5.520946 3.3003187 
8 2 29 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 336 0 1.0 0.05263157 4.2479277 4.2479267 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 4.2479277 4.2479267 
8 2 30 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 348 0 0.99999994 0.031446543 4.990955 3.8971646 0.031446543 0.031446543 0.031446543 0.031446543 0.031446543 0.031446543 0.031446543 0.13207549 0.031446543 0.031446543 0.031446543 0.13207549 0.031446543 0.13207549 0.031446543 0.13207549 0.031446543 0.031446543 0.031446543 0.031446543 4.990955 3.8971646 
8 2 31 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 360 0 1.0 0.05263157 4.2479277 4.2479267 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 0.05263157 4.2479277 4.2479267 
