dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.stm.cpint-cpitch cpitch.weight.stm.cpint-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 probability information.content entropy 
9 1 11 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 120 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 1 12 "1" NA 0 0 1 0 NA 0 12 0 NA NA 73 96 4 500000 NA NA 12 132 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 1 13 "1" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 144 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 1 14 "1" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 156 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 15 "1" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 168 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 16 "1" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 180 0 0.99999994 0.025641026 5.2854023 3.9186583 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186583 
9 1 17 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 192 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 18 "1" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 204 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 19 "1" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 216 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 20 "1" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 228 0 0.99999994 0.025641026 5.2854023 3.9186583 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186583 
9 1 21 "1" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 240 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 22 "1" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 252 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 23 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 264 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 24 "1" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 276 0 1.0 0.0234375 5.4150376 4.0052414 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 5.4150376 4.0052414 
9 1 25 "1" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 288 0 1.0 0.023437498 5.4150376 4.0052414 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.21874999 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.21874999 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 0.023437498 5.4150376 4.0052414 
9 1 26 "1" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 300 0 1.0 0.21875001 2.192645 4.0052414 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 2.192645 4.0052414 
9 1 27 "1" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 312 1 1.0 0.016853932 5.890771 3.3241355 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.4382023 0.016853932 0.016853932 0.016853932 0.15730338 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 0.016853932 5.890771 3.3241355 
9 1 28 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 324 0 1.0 0.0234375 5.4150376 4.0052414 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 5.4150376 4.0052414 
9 1 29 "1" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 336 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 1 30 "1" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 348 0 1.0 0.0234375 5.4150376 4.0052414 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 5.4150376 4.0052414 
9 1 31 "1" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 360 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 1 32 "1" NA 0 0 1 0 NA 0 12 0 NA NA 59 96 4 500000 NA NA 12 372 0 1.0 0.0234375 5.4150376 4.0052414 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.21875001 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 0.0234375 5.4150376 4.0052414 
9 2 1 "2" NA 0 0 1 0 NA 0 0 0 NA NA 74 96 4 500000 NA NA 12 0 0 1.0 0.038461525 4.7004404 4.700439 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 4.7004404 4.700439 
9 2 2 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 12 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 3 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 24 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 4 "2" NA 0 0 1 0 NA 0 12 0 NA NA 73 96 4 500000 NA NA 12 36 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 5 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 48 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 6 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 60 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 7 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 72 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 8 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 84 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 9 "2" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 96 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 10 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 108 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 11 "2" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 120 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 12 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 132 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 13 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 144 0 1.0 0.038461532 4.70044 4.700439 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 0.038461532 4.70044 4.700439 
9 2 14 "2" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 156 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 2 15 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 168 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 2 16 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 180 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 2 17 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 192 0 0.99999994 0.025641026 5.2854023 3.9186583 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186583 
9 2 18 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 204 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 2 19 "2" NA 0 0 1 0 NA 0 12 0 NA NA 73 96 4 500000 NA NA 12 216 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 2 20 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 228 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
9 2 21 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 240 0 1.0 0.025641026 5.2854023 3.9186585 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.35897437 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 0.025641026 5.2854023 3.9186585 
