dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpitch cpitch.order.stm.cpint-cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpitch cpitch.weight.stm.cpint-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 probability information.content entropy 
8 1 30 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 348 2 0 0.99126965 0.008730378 1.0 1.0 0.39088902 1.355169 2.1023257 0.36843067 0.10829371 0.004282641 0.06934218 0.0014881417 0.39088902 5.0082785e-4 5.0082785e-4 0.010241519 5.0082785e-4 0.022074975 5.0082785e-4 5.0082785e-4 0.01644313 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 5.0082785e-4 0.39088902 1.355169 2.1023257 
8 1 31 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 360 3 1 0.86915267 0.13084729 1.0 1.0 0.17417622 2.5213804 2.9708202 0.0033360382 0.034172956 0.009547866 0.20413081 0.036341473 0.21843205 0.03218515 0.20612301 0.17417622 0.0019193998 0.03197719 0.0011515814 0.0053067687 0.021683034 0.0011515814 0.0033360382 0.0011515814 0.0046645133 0.0011515814 0.0011515814 0.0011515814 0.0011515814 0.0011515814 0.0011515814 0.0011515814 0.0011515814 0.17417622 2.5213804 2.9708202 
8 1 32 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 372 2 1 0.7962505 0.20374951 1.0 0.99999994 0.18749164 2.4151018 3.2222812 0.005368684 0.009878611 0.0011121178 0.03362405 0.0011121178 0.18749164 0.057163164 0.09495271 0.20287105 0.002016243 0.16404206 0.0029773659 0.03306353 0.13823892 9.104257e-4 0.015842386 0.0011121178 0.026758721 0.006647149 9.104257e-4 0.008572918 9.104257e-4 0.0014904337 9.104257e-4 0.0011121178 9.104257e-4 0.18749164 2.4151018 3.2222812 
8 2 1 "2" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 500000 NA NA 12 0 0 0 0.5 0.5 1.0 1.0 0.038461525 4.7004404 4.700439 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 0.038461525 4.7004404 4.700439 
8 2 2 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 12 0 0 0.9565252 0.0434748 1.0 1.0 0.1533729 2.7048845 3.071061 3.353381e-4 3.353381e-4 3.353381e-4 3.353381e-4 3.353381e-4 3.353381e-4 3.353381e-4 3.353381e-4 0.015386782 3.353381e-4 0.0018018469 3.353381e-4 0.017322274 0.030226123 5.883771e-4 0.052300226 3.353381e-4 0.1533729 0.17544793 0.0949044 0.24306849 0.009284989 0.1430617 0.0013232251 0.014523073 0.043699022 0.1533729 2.7048845 3.071061 
8 2 3 "2" NA 0 0 1 0 NA 0 12 0 NA NA 77 96 4 500000 NA NA 12 24 1 0 0.97423136 0.025768705 1.0 1.0 0.15225768 2.715413 2.8258865 2.4065113e-4 2.4065113e-4 2.4065113e-4 2.4065113e-4 2.4065113e-4 2.4065113e-4 2.4065113e-4 4.7278183e-4 0.007183068 3.5722472e-4 0.0048639947 2.4065113e-4 0.0036940165 0.1438044 0.0017991167 0.2725872 0.005271628 0.17890851 0.15225768 0.04407894 0.1373892 3.5722472e-4 0.031994577 0.0010157276 0.001266696 0.010772708 0.15225768 2.715413 2.8258865 
8 2 4 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 36 2 0 0.9872073 0.012792655 1.0 1.0 0.17976935 2.475781 2.5466592 2.2729051e-4 2.2729051e-4 2.2729051e-4 2.2729051e-4 2.2729051e-4 2.2729051e-4 0.0036985076 2.2729051e-4 0.002499912 6.0243765e-4 0.0064104646 3.2154305e-4 0.004843817 0.0036613117 0.002172526 0.17976935 0.01605096 0.26137623 0.10391096 0.024659324 0.3352525 0.004895702 0.040998377 0.002264255 3.2154305e-4 0.0046992428 0.17976935 2.475781 2.5466592 
8 2 5 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 48 3 0 0.9815236 0.018476442 1.0 1.0 0.3265396 1.6146702 2.6944451 2.4132195e-4 2.4132195e-4 2.4132195e-4 7.338428e-4 2.4132195e-4 3.407119e-4 3.407119e-4 0.0012196439 0.02006289 2.4132195e-4 0.008198318 0.0012196439 0.06555957 0.3265396 0.00638052 0.1843775 0.007220822 0.23406398 0.024180528 0.0031345894 0.088348016 2.4132195e-4 0.007822884 2.4132195e-4 0.004847581 0.0137193855 0.3265396 1.6146702 2.6944451 
8 2 6 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 60 4 0 0.969071 0.030929036 0.99999994 1.0 0.043128427 4.5352173 2.9099667 3.0875768e-4 7.1394135e-4 3.0875768e-4 6.190552e-4 3.0875768e-4 0.0029936822 8.2292897e-4 8.2292897e-4 0.043128427 3.0875768e-4 0.05235702 0.013462583 0.2275751 0.19860764 0.0018163318 0.19830212 7.212228e-4 0.15775618 0.014634706 6.190552e-4 0.06626773 3.0875768e-4 0.00960748 3.0875768e-4 4.1297183e-4 0.0069063627 0.043128427 4.5352173 2.9099667 
8 2 7 "2" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 500000 NA NA 12 72 3 0 0.95975906 0.040240984 1.0 1.0 0.21104392 2.2443848 3.060921 0.0029524893 0.005530402 4.42661e-4 0.015223108 4.42661e-4 0.031071628 0.01865615 0.038149748 0.3323121 9.068254e-4 0.10260344 0.014956625 0.04078752 0.21104392 3.4779147e-4 0.07277028 0.0059851473 0.06508831 0.013375714 3.4779147e-4 0.024889456 3.4779147e-4 6.300073e-4 3.4779147e-4 4.42661e-4 3.4779147e-4 0.21104392 2.2443848 3.060921 
8 2 8 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 84 4 0 0.96990806 0.030091941 1.0 1.0 0.19448061 2.3623018 2.4369516 1.7565445e-4 2.3500163e-4 1.7565445e-4 3.5239657e-4 1.7565445e-4 0.006425139 4.6856672e-4 4.6856672e-4 0.042836312 1.7565445e-4 0.024160752 0.0027029677 0.077579774 0.27708998 8.691935e-4 0.19448061 4.1060956e-4 0.3403457 0.009840518 3.5239657e-4 0.012905722 1.7565445e-4 0.0050335596 1.7565445e-4 2.3500163e-4 0.002153304 0.19448061 2.3623018 2.4369516 
8 2 9 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 96 4 0 0.9935968 0.0064031715 0.99999994 1.0 0.61730826 0.695937 1.923894 1.4425511e-4 1.4425511e-4 1.4425511e-4 4.447118e-4 1.4425511e-4 2.0453335e-4 2.0453335e-4 7.4374233e-4 0.02051814 1.4425511e-4 0.0063292743 0.0013158588 0.03482412 0.15153036 0.0032016374 0.10831203 0.0035446307 0.61730826 0.015767947 0.002076209 0.026428498 1.4425511e-4 0.0034855094 1.4425511e-4 0.0016844306 0.0010658101 0.61730826 0.695937 1.923894 
8 2 10 "2" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 500000 NA NA 12 108 5 0 0.92728704 0.07271291 1.0 1.0 0.25594836 1.9660752 2.7792625 2.479722e-4 2.479722e-4 2.479722e-4 2.479722e-4 2.479722e-4 2.479722e-4 2.479722e-4 4.715679e-4 0.023999281 5.2960176e-4 0.006876315 2.479722e-4 0.0052413675 0.118755326 0.0016658305 0.25594836 0.0056924215 0.16615707 0.25920874 0.044315606 0.084042676 3.611521e-4 0.017474847 4.715679e-4 0.001513438 0.005291128 0.25594836 1.9660752 2.7792625 
8 2 11 "2" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 500000 NA NA 12 120 6 0 0.9793478 0.020652154 1.0 1.0 0.21502726 2.2174087 2.3172727 6.994178e-5 6.994178e-5 6.994178e-5 3.9398062e-4 6.994178e-5 9.867229e-5 9.867229e-5 3.5221933e-4 0.023874512 6.994178e-5 0.008136447 3.5221933e-4 0.043952286 0.46003324 0.0055685462 0.14786361 0.0014469442 0.21502726 0.02579521 0.0021338705 0.05561681 6.994178e-5 0.006251444 6.994178e-5 0.0013657273 0.0011486305 0.21502726 2.2174087 2.3172727 
