"sub","age","sex","yomt","somt","prof","style","trial_No","trial_idx","mel","resp","resp_rt","conf","conf_rt","cond","deviance","dev","acc"
44,53,"f","2","12",1,1,39,2,"1b",2,1.932,5,3.735,"atonal","std",2,1
44,53,"f","2","12",1,1,40,39,"4b",1,1.329,6,3.267,"tonal","dev",1,1
44,53,"f","2","12",1,1,41,17,"5a",1,1.73,6,1.521,"atonal","dev",1,1
44,53,"f","2","12",1,1,42,9,"3a",2,3.12,3,1.718,"atonal","dev",1,0
44,53,"f","2","12",1,1,43,0,"1a",2,2.088,3,1.77,"atonal","std",2,1
44,53,"f","2","12",1,1,44,41,"5a",1,0.671,6,1.734,"tonal","dev",1,1
44,53,"f","2","12",1,1,45,13,"4a",1,0.802,6,2.154,"atonal","dev",1,1
44,53,"f","2","12",1,1,46,14,"4b",2,2.42,5,4.551,"atonal","std",2,1
44,53,"f","2","12",1,1,47,6,"2b",2,1.806,5,3.468,"atonal","std",2,1
45,24,"f","0","0",1,1,0,47,"6b",1,3.136725,3,3.867255,"tonal","dev",1,1
45,24,"f","0","0",1,1,1,17,"5a",1,2.805855,3,4.084395,"atonal","dev",1,1
45,24,"f","0","0",1,1,2,11,"3b",1,1.420195,3,3.68584,"atonal","dev",1,1
45,24,"f","0","0",1,1,3,4,"2a",2,3.42393,3,2.2838,"atonal","std",2,1
45,24,"f","0","0",1,1,4,42,"5b",2,2.802075,6,1.56785,"tonal","std",2,1
45,24,"f","0","0",1,1,5,32,"3a",2,1.93605,6,2.251985,"tonal","std",2,1
45,24,"f","0","0",1,1,6,30,"2b",2,3.524095,6,1.656265,"tonal","std",2,1
45,24,"f","0","0",1,1,7,44,"6a",2,1.66703,5,1.36824,"tonal","std",2,1
45,24,"f","0","0",1,1,8,24,"1a",2,2.111385,4,1.33447,"tonal","std",2,1
45,24,"f","0","0",1,1,9,43,"5b",1,1.035265,5,2.702005,"tonal","dev",1,1
45,24,"f","0","0",1,1,10,21,"6a",1,1.857365,5,1.875845,"atonal","dev",1,1
45,24,"f","0","0",1,1,11,3,"1b",1,1.933075,6,1.37059,"atonal","dev",1,1
45,24,"f","0","0",1,1,12,16,"5a",2,2.471545,2,2.008745,"atonal","std",2,1
45,24,"f","0","0",1,1,13,2,"1b",2,2.659035,2,1.893545,"atonal","std",2,1
45,24,"f","0","0",1,1,14,1,"1a",1,1.437035,3,1.635205,"atonal","dev",1,1
45,24,"f","0","0",1,1,15,18,"5b",2,2.13764,5,1.373455,"atonal","std",2,1
45,24,"f","0","0",1,1,16,6,"2b",1,1.945895,3,2.3088,"atonal","std",2,0
45,24,"f","0","0",1,1,17,20,"6a",1,1.15435,3,0.76636,"atonal","std",2,0
45,24,"f","0","0",1,1,18,19,"5b",1,2.11903,5,1.02634,"atonal","dev",1,1
45,24,"f","0","0",1,1,19,38,"4b",2,2.685335,6,0.89688,"tonal","std",2,1
45,24,"f","0","0",1,1,20,37,"4a",1,1.070085,6,0.795435,"tonal","dev",1,1
45,24,"f","0","0",1,1,21,9,"3a",1,1.39148,5,1.21624,"atonal","dev",1,1
45,24,"f","0","0",1,1,22,14,"4b",2,1.95705,3,1.02591,"atonal","std",2,1
45,24,"f","0","0",1,1,23,12,"4a",2,1.31941,3,0.769065,"atonal","std",2,1
45,24,"f","0","0",1,1,24,25,"1a",2,1.620495,3,0.513235,"tonal","dev",1,0
45,24,"f","0","0",1,1,25,33,"3a",1,1.29481,5,1.53602,"tonal","dev",1,1
45,24,"f","0","0",1,1,26,45,"6a",1,1.241605,6,1.238615,"tonal","dev",1,1
45,24,"f","0","0",1,1,27,26,"1b",2,1.17197,6,0.752275,"tonal","std",2,1
45,24,"f","0","0",1,1,28,10,"3b",1,1.585335,6,0.92428,"atonal","std",2,0
45,24,"f","0","0",1,1,29,41,"5a",1,1.104255,5,0.862045,"tonal","dev",1,1
45,24,"f","0","0",1,1,30,40,"5a",2,1.4024,6,1.07219,"tonal","std",2,1
45,24,"f","0","0",1,1,31,27,"1b",1,1.186915,7,0.974775,"tonal","dev",1,1
45,24,"f","0","0",1,1,32,22,"6b",2,1.39265,5,0.59302,"atonal","std",2,1
45,24,"f","0","0",1,1,33,35,"3b",1,1.332695,5,0.88928,"tonal","dev",1,1
45,24,"f","0","0",1,1,34,5,"2a",1,1.06307,6,0.7685,"atonal","dev",1,1
45,24,"f","0","0",1,1,35,28,"2a",2,1.95212,6,0.68482,"tonal","std",2,1
45,24,"f","0","0",1,1,36,36,"4a",2,1.90171,6,0.721425,"tonal","std",2,1
45,24,"f","0","0",1,1,37,29,"2a",1,2.141995,7,1.73554,"tonal","dev",1,1
45,24,"f","0","0",1,1,38,39,"4b",1,6.689535,5,1.551595,"tonal","dev",1,1
45,24,"f","0","0",1,1,39,31,"2b",1,1.56067,6,1.532735,"tonal","dev",1,1
45,24,"f","0","0",1,1,40,23,"6b",2,1.2686,3,1.218685,"atonal","dev",1,0
45,24,"f","0","0",1,1,41,15,"4b",2,1.37578,6,0.70252,"atonal","dev",1,0
45,24,"f","0","0",1,1,42,7,"2b",1,0.95979,6,0.992315,"atonal","dev",1,1
45,24,"f","0","0",1,1,43,13,"4a",1,1.30201,6,0.5666,"atonal","dev",1,1
45,24,"f","0","0",1,1,44,34,"3b",2,1.4784,7,0.65231,"tonal","std",2,1
45,24,"f","0","0",1,1,45,0,"1a",1,1.121165,6,0.72821,"atonal","std",2,0
45,24,"f","0","0",1,1,46,46,"6b",2,1.724135,7,1.047485,"tonal","std",2,1
45,24,"f","0","0",1,1,47,8,"3a",2,0.98603,7,0.31837,"atonal","std",2,1
46,33,"f","0","0",1,1,0,47,"6b",1,1.915,5,2.987,"tonal","dev",1,1
46,33,"f","0","0",1,1,1,18,"5b",2,1.667,7,3.102,"atonal","std",2,1
46,33,"f","0","0",1,1,2,25,"1a",2,1.552,7,2,"tonal","dev",1,0
46,33,"f","0","0",1,1,3,42,"5b",2,1.968,5,1.305,"tonal","std",2,1
46,33,"f","0","0",1,1,4,19,"5b",2,1.539,5,1.154,"atonal","dev",1,0
46,33,"f","0","0",1,1,5,43,"5b",2,1.134,5,1.189,"tonal","dev",1,0
46,33,"f","0","0",1,1,6,35,"3b",1,2.257,4,2.387,"tonal","dev",1,1
46,33,"f","0","0",1,1,7,26,"1b",2,1.206,6,1.282,"tonal","std",2,1
46,33,"f","0","0",1,1,8,12,"4a",2,1.489,5,2.241,"atonal","std",2,1
46,33,"f","0","0",1,1,9,36,"4a",2,1.671,7,0.965,"tonal","std",2,1
46,33,"f","0","0",1,1,10,30,"2b",2,1.116,7,1.171,"tonal","std",2,1
46,33,"f","0","0",1,1,11,11,"3b",2,1.768,5,3.555,"atonal","dev",1,0
46,33,"f","0","0",1,1,12,16,"5a",2,1.001,6,1.068,"atonal","std",2,1
46,33,"f","0","0",1,1,13,27,"1b",1,0.671,7,1.291,"tonal","dev",1,1
46,33,"f","0","0",1,1,14,8,"3a",2,1.351,6,1.268,"atonal","std",2,1
46,33,"f","0","0",1,1,15,23,"6b",2,2.639,5,3.605,"atonal","dev",1,0
46,33,"f","0","0",1,1,16,28,"2a",2,3.343,5,2.167,"tonal","std",2,1
46,33,"f","0","0",1,1,17,31,"2b",1,1.094,7,1.622,"tonal","dev",1,1
46,33,"f","0","0",1,1,18,5,"2a",2,2.102,2,0.171,"atonal","dev",1,0
46,33,"f","0","0",1,1,19,33,"3a",1,4.191,4,2.303,"tonal","dev",1,1
46,33,"f","0","0",1,1,20,37,"4a",1,0.804,6,1.931,"tonal","dev",1,1
46,33,"f","0","0",1,1,21,34,"3b",2,2.99,6,7.225,"tonal","std",2,1
46,33,"f","0","0",1,1,22,20,"6a",2,1.451,5,2.053,"atonal","std",2,1
46,33,"f","0","0",1,1,23,15,"4b",2,1.078,6,1.334,"atonal","dev",1,0
46,33,"f","0","0",1,1,24,21,"6a",2,1.822,5,1.325,"atonal","dev",1,0
46,33,"f","0","0",1,1,25,32,"3a",2,0.969,7,1.401,"tonal","std",2,1
46,33,"f","0","0",1,1,26,7,"2b",2,0.991,6,1.189,"atonal","dev",1,0
46,33,"f","0","0",1,1,27,4,"2a",2,0.522,6,0.684,"atonal","std",2,1
46,33,"f","0","0",1,1,28,24,"1a",2,0.655,6,1.071,"tonal","std",2,1
46,33,"f","0","0",1,1,29,29,"2a",1,0.74,6,1.248,"tonal","dev",1,1
46,33,"f","0","0",1,1,30,45,"6a",2,0.94,6,1.271,"tonal","dev",1,0
46,33,"f","0","0",1,1,31,46,"6b",2,0.668,6,2.307,"tonal","std",2,1
46,33,"f","0","0",1,1,32,22,"6b",2,0.843,6,0.976,"atonal","std",2,1
46,33,"f","0","0",1,1,33,2,"1b",2,0.519,6,1.467,"atonal","std",2,1
46,33,"f","0","0",1,1,34,41,"5a",2,2.024,6,1.204,"tonal","dev",1,0
46,33,"f","0","0",1,1,35,13,"4a",2,1.202,3,2.519,"atonal","dev",1,0
46,33,"f","0","0",1,1,36,38,"4b",2,0.484,7,1.269,"tonal","std",2,1
46,33,"f","0","0",1,1,37,39,"4b",1,0.423,7,1.176,"tonal","dev",1,1
46,33,"f","0","0",1,1,38,0,"1a",2,1.576,6,0.885,"atonal","std",2,1
46,33,"f","0","0",1,1,39,44,"6a",2,2.05,6,0.708,"tonal","std",2,1
46,33,"f","0","0",1,1,40,1,"1a",2,0.677,6,0.656,"atonal","dev",1,0
46,33,"f","0","0",1,1,41,6,"2b",2,1.085,5,2.687,"atonal","std",2,1
46,33,"f","0","0",1,1,42,10,"3b",1,0.975,5,0.318,"atonal","std",2,0
46,33,"f","0","0",1,1,43,17,"5a",1,0.643,7,1.392,"atonal","dev",1,1
46,33,"f","0","0",1,1,44,3,"1b",2,2.073,6,0.388,"atonal","dev",1,0
46,33,"f","0","0",1,1,45,9,"3a",2,1.734,5,0.206,"atonal","dev",1,0
46,33,"f","0","0",1,1,46,14,"4b",2,1.348,6,2.025,"atonal","std",2,1
46,33,"f","0","0",1,1,47,40,"5a",2,3.213,6,1.358,"tonal","std",2,1
47,69,"m","3","5",1,4,0,35,"3b",1,2.308,7,2.187,"tonal","dev",1,1
47,69,"m","3","5",1,4,1,12,"4a",2,2.374,7,1.821,"atonal","std",2,1
47,69,"m","3","5",1,4,2,29,"2a",1,1.77,7,1.857,"tonal","dev",1,1
47,69,"m","3","5",1,4,3,47,"6b",2,2.234,7,1.609,"tonal","dev",1,0
47,69,"m","3","5",1,4,4,16,"5a",2,2.524,7,1.587,"atonal","std",2,1
47,69,"m","3","5",1,4,5,22,"6b",2,2.175,7,1.474,"atonal","std",2,1
47,69,"m","3","5",1,4,6,39,"4b",2,2.187,7,1.438,"tonal","dev",1,0
47,69,"m","3","5",1,4,7,10,"3b",2,2.169,7,1.508,"atonal","std",2,1
47,69,"m","3","5",1,4,8,1,"1a",2,1.902,7,1.323,"atonal","dev",1,0
47,69,"m","3","5",1,4,9,44,"6a",2,1.755,7,1.352,"tonal","std",2,1
47,69,"m","3","5",1,4,10,8,"3a",2,2.242,7,1.453,"atonal","std",2,1
47,69,"m","3","5",1,4,11,3,"1b",2,2.188,7,1.586,"atonal","dev",1,0
47,69,"m","3","5",1,4,12,14,"4b",2,1.776,7,1.321,"atonal","std",2,1
47,69,"m","3","5",1,4,13,27,"1b",1,2.473,7,1.371,"tonal","dev",1,1
47,69,"m","3","5",1,4,14,15,"4b",2,2.107,7,1.343,"atonal","dev",1,0
47,69,"m","3","5",1,4,15,17,"5a",2,1.902,7,1.436,"atonal","dev",1,0
47,69,"m","3","5",1,4,16,24,"1a",2,2.393,7,1.852,"tonal","std",2,1
47,69,"m","3","5",1,4,17,37,"4a",1,2.16,7,1.558,"tonal","dev",1,1
47,69,"m","3","5",1,4,18,25,"1a",1,5.755,5,3.126,"tonal","dev",1,1
47,69,"m","3","5",1,4,19,18,"5b",2,5.425,7,1.74,"atonal","std",2,1
47,69,"m","3","5",1,4,20,21,"6a",2,2.005,7,1.187,"atonal","dev",1,0
47,69,"m","3","5",1,4,21,0,"1a",2,1.739,7,1.336,"atonal","std",2,1
47,69,"m","3","5",1,4,22,5,"2a",2,2.202,7,1.091,"atonal","dev",1,0
47,69,"m","3","5",1,4,23,4,"2a",2,1.502,7,1.568,"atonal","std",2,1
47,69,"m","3","5",1,4,24,46,"6b",2,2.886,7,1.336,"tonal","std",2,1
47,69,"m","3","5",1,4,25,38,"4b",2,1.459,7,1.587,"tonal","std",2,1
47,69,"m","3","5",1,4,26,11,"3b",1,6.922,5,3.551,"atonal","dev",1,1
47,69,"m","3","5",1,4,27,31,"2b",2,1.838,7,1.409,"tonal","dev",1,0
47,69,"m","3","5",1,4,28,33,"3a",1,2.788,7,1.424,"tonal","dev",1,1
47,69,"m","3","5",1,4,29,19,"5b",2,2.789,7,1.77,"atonal","dev",1,0
47,69,"m","3","5",1,4,30,9,"3a",1,2.376,7,1.454,"atonal","dev",1,1
47,69,"m","3","5",1,4,31,43,"5b",2,2.086,7,1.721,"tonal","dev",1,0
47,69,"m","3","5",1,4,32,13,"4a",1,2.458,7,1.558,"atonal","dev",1,1
47,69,"m","3","5",1,4,33,6,"2b",2,2.37,7,1.62,"atonal","std",2,1
47,69,"m","3","5",1,4,34,40,"5a",2,2.187,7,1.136,"tonal","std",2,1
47,69,"m","3","5",1,4,35,23,"6b",2,1.553,7,1.336,"atonal","dev",1,0
47,69,"m","3","5",1,4,36,34,"3b",2,2.404,7,1.371,"tonal","std",2,1
47,69,"m","3","5",1,4,37,2,"1b",2,1.424,7,1.206,"atonal","std",2,1
47,69,"m","3","5",1,4,38,32,"3a",2,1.887,7,1.47,"tonal","std",2,1
47,69,"m","3","5",1,4,39,20,"6a",2,1.56,7,0.791,"atonal","std",2,1
47,69,"m","3","5",1,4,40,41,"5a",2,1.703,7,1.01,"tonal","dev",1,0
47,69,"m","3","5",1,4,41,42,"5b",2,1.541,7,1.055,"tonal","std",2,1
47,69,"m","3","5",1,4,42,30,"2b",2,1.486,7,0.76,"tonal","std",2,1
47,69,"m","3","5",1,4,43,26,"1b",2,1.425,7,0.774,"tonal","std",2,1
47,69,"m","3","5",1,4,44,45,"6a",1,4.235,5,2.472,"tonal","dev",1,1
47,69,"m","3","5",1,4,45,28,"2a",2,1.709,7,1.393,"tonal","std",2,1
47,69,"m","3","5",1,4,46,36,"4a",2,2.708,7,1.457,"tonal","std",2,1
47,69,"m","3","5",1,4,47,7,"2b",2,2.676,5,5.252,"atonal","dev",1,0
48,29,"m","0","0",1,1,0,6,"2b",2,2.677,6,2.859,"atonal","std",2,1
48,29,"m","0","0",1,1,1,17,"5a",2,3.305,5,2.506,"atonal","dev",1,0
48,29,"m","0","0",1,1,2,18,"5b",2,1.841,5,1.756,"atonal","std",2,1
48,29,"m","0","0",1,1,3,33,"3a",2,4.155,6,2.07,"tonal","dev",1,0
48,29,"m","0","0",1,1,4,14,"4b",2,1.807,5,1.406,"atonal","std",2,1
48,29,"m","0","0",1,1,5,24,"1a",2,1.523,4,2.241,"tonal","std",2,1
48,29,"m","0","0",1,1,6,36,"4a",1,1.973,4,3.044,"tonal","std",2,0
48,29,"m","0","0",1,1,7,46,"6b",2,1.655,6,1.525,"tonal","std",2,1
48,29,"m","0","0",1,1,8,41,"5a",1,1.671,5,1.556,"tonal","dev",1,1
48,29,"m","0","0",1,1,9,20,"6a",2,1.57,6,1.336,"atonal","std",2,1
48,29,"m","0","0",1,1,10,16,"5a",2,2.74,6,1.105,"atonal","std",2,1
48,29,"m","0","0",1,1,11,9,"3a",1,1.108,7,1.089,"atonal","dev",1,1
48,29,"m","0","0",1,1,12,39,"4b",1,2.559,6,1.371,"tonal","dev",1,1
48,29,"m","0","0",1,1,13,40,"5a",2,1.803,6,1.362,"tonal","std",2,1
48,29,"m","0","0",1,1,14,32,"3a",2,1.395,7,1.289,"tonal","std",2,1
48,29,"m","0","0",1,1,15,42,"5b",2,1.262,7,1.274,"tonal","std",2,1
48,29,"m","0","0",1,1,16,29,"2a",1,1.174,7,1.078,"tonal","dev",1,1
48,29,"m","0","0",1,1,17,28,"2a",2,1.305,6,1.355,"tonal","std",2,1
48,29,"m","0","0",1,1,18,3,"1b",2,1.976,4,2.208,"atonal","dev",1,0
48,29,"m","0","0",1,1,19,4,"2a",1,1.67,5,1.492,"atonal","std",2,0
48,29,"m","0","0",1,1,20,47,"6b",1,1.743,5,1.398,"tonal","dev",1,1
48,29,"m","0","0",1,1,21,21,"6a",1,2.173,4,1.575,"atonal","dev",1,1
48,29,"m","0","0",1,1,22,22,"6b",2,1.358,5,1.625,"atonal","std",2,1
48,29,"m","0","0",1,1,23,44,"6a",2,1.39,5,1.091,"tonal","std",2,1
48,29,"m","0","0",1,1,24,13,"4a",1,1.275,6,1.208,"atonal","dev",1,1
48,29,"m","0","0",1,1,25,31,"2b",1,1.085,7,0.972,"tonal","dev",1,1
48,29,"m","0","0",1,1,26,10,"3b",2,1.923,5,1.027,"atonal","std",2,1
48,29,"m","0","0",1,1,27,43,"5b",1,0.992,6,1.036,"tonal","dev",1,1
48,29,"m","0","0",1,1,28,15,"4b",1,1.807,5,1.318,"atonal","dev",1,1
48,29,"m","0","0",1,1,29,0,"1a",1,5.576,4,1.309,"atonal","std",2,0
48,29,"m","0","0",1,1,30,5,"2a",1,1.322,4,1.391,"atonal","dev",1,1
48,29,"m","0","0",1,1,31,25,"1a",1,1.36,6,1.074,"tonal","dev",1,1
48,29,"m","0","0",1,1,32,19,"5b",1,1.221,6,1.406,"atonal","dev",1,1
48,29,"m","0","0",1,1,33,8,"3a",2,2.118,5,1.04,"atonal","std",2,1
48,29,"m","0","0",1,1,34,37,"4a",2,2.189,3,1.513,"tonal","dev",1,0
48,29,"m","0","0",1,1,35,34,"3b",2,1.746,7,1.264,"tonal","std",2,1
48,29,"m","0","0",1,1,36,11,"3b",1,0.905,7,0.591,"atonal","dev",1,1
48,29,"m","0","0",1,1,37,38,"4b",2,2.248,7,1.279,"tonal","std",2,1
48,29,"m","0","0",1,1,38,35,"3b",1,2.526,6,0.99,"tonal","dev",1,1
48,29,"m","0","0",1,1,39,12,"4a",2,1.471,2,1.981,"atonal","std",2,1
48,29,"m","0","0",1,1,40,27,"1b",1,1.006,7,1.439,"tonal","dev",1,1
48,29,"m","0","0",1,1,41,45,"6a",1,1.603,7,0.558,"tonal","dev",1,1
48,29,"m","0","0",1,1,42,23,"6b",2,1.79,5,1.592,"atonal","dev",1,0
48,29,"m","0","0",1,1,43,1,"1a",1,1.338,7,0.941,"atonal","dev",1,1
48,29,"m","0","0",1,1,44,2,"1b",2,1.709,7,0.754,"atonal","std",2,1
48,29,"m","0","0",1,1,45,30,"2b",2,1.298,7,0.894,"tonal","std",2,1
48,29,"m","0","0",1,1,46,26,"1b",2,1.14,7,0.557,"tonal","std",2,1
48,29,"m","0","0",1,1,47,7,"2b",1,1.089,7,0.66,"atonal","dev",1,1
49,26,"m","0","0",1,1,0,17,"5a",1,1.847125,7,2.14162,"atonal","dev",1,1
49,26,"m","0","0",1,1,1,5,"2a",1,3.004895,3,4.08409,"atonal","dev",1,1
49,26,"m","0","0",1,1,2,29,"2a",1,1.559935,6,2.50306,"tonal","dev",1,1
49,26,"m","0","0",1,1,3,6,"2b",2,1.749505,6,2.09519,"atonal","std",2,1
49,26,"m","0","0",1,1,4,7,"2b",1,1.42354,5,3.87943,"atonal","dev",1,1
49,26,"m","0","0",1,1,5,39,"4b",2,1.466475,7,3.669685,"tonal","dev",1,0
49,26,"m","0","0",1,1,6,36,"4a",1,4.14336,2,2.626965,"tonal","std",2,0
49,26,"m","0","0",1,1,7,14,"4b",2,4.80527,2,1.84323,"atonal","std",2,1
49,26,"m","0","0",1,1,8,0,"1a",2,3.314625,3,3.24991,"atonal","std",2,1
49,26,"m","0","0",1,1,9,31,"2b",1,2.34798,6,1.74317,"tonal","dev",1,1
49,26,"m","0","0",1,1,10,1,"1a",2,2.364385,2,4.39219,"atonal","dev",1,0
49,26,"m","0","0",1,1,11,24,"1a",2,1.766605,6,1.53897,"tonal","std",2,1
49,26,"m","0","0",1,1,12,34,"3b",2,1.641855,6,1.622525,"tonal","std",2,1
49,26,"m","0","0",1,1,13,38,"4b",2,1.59335,6,1.254555,"tonal","std",2,1
49,26,"m","0","0",1,1,14,47,"6b",1,1.815275,3,2.331085,"tonal","dev",1,1
49,26,"m","0","0",1,1,15,11,"3b",2,3.405485,3,2.20927,"atonal","dev",1,0
49,26,"m","0","0",1,1,16,41,"5a",2,2.21324,3,2.07566,"tonal","dev",1,0
49,26,"m","0","0",1,1,17,30,"2b",2,3.9715,5,1.948685,"tonal","std",2,1
49,26,"m","0","0",1,1,18,37,"4a",2,1.948505,5,1.374685,"tonal","dev",1,0
49,26,"m","0","0",1,1,19,42,"5b",1,3.12402,2,1.52243,"tonal","std",2,0
49,26,"m","0","0",1,1,20,9,"3a",1,3.2147,2,1.37673,"atonal","dev",1,1
49,26,"m","0","0",1,1,21,45,"6a",1,1.22443,6,1.492155,"tonal","dev",1,1
49,26,"m","0","0",1,1,22,28,"2a",1,3.439205,6,2.902555,"tonal","std",2,0
49,26,"m","0","0",1,1,23,18,"5b",1,6.92045,3,2.00807,"atonal","std",2,0
49,26,"m","0","0",1,1,24,26,"1b",2,1.962675,3,2.01438,"tonal","std",2,1
49,26,"m","0","0",1,1,25,22,"6b",2,2.233325,2,1.007115,"atonal","std",2,1
49,26,"m","0","0",1,1,26,12,"4a",2,1.87805,4,3.536075,"atonal","std",2,1
49,26,"m","0","0",1,1,27,21,"6a",2,2.196945,5,2.792595,"atonal","dev",1,0
49,26,"m","0","0",1,1,28,40,"5a",1,1.87059,4,2.119995,"tonal","std",2,0
49,26,"m","0","0",1,1,29,4,"2a",2,1.77379,5,1.89449,"atonal","std",2,1
49,26,"m","0","0",1,1,30,25,"1a",2,2.031365,5,2.1019,"tonal","dev",1,0
49,26,"m","0","0",1,1,31,10,"3b",2,1.32326,5,1.676625,"atonal","std",2,1
49,26,"m","0","0",1,1,32,20,"6a",2,3.40101,4,2.384915,"atonal","std",2,1
49,26,"m","0","0",1,1,33,16,"5a",2,1.066055,4,2.76024,"atonal","std",2,1
49,26,"m","0","0",1,1,34,27,"1b",1,1.03841,6,1.83176,"tonal","dev",1,1
49,26,"m","0","0",1,1,35,44,"6a",2,1.581545,5,2.3633,"tonal","std",2,1
49,26,"m","0","0",1,1,36,15,"4b",2,1.615215,5,1.79742,"atonal","dev",1,0
49,26,"m","0","0",1,1,37,13,"4a",2,3.98822,2,2.12673,"atonal","dev",1,0
49,26,"m","0","0",1,1,38,32,"3a",2,1.37194,5,1.156535,"tonal","std",2,1
49,26,"m","0","0",1,1,39,35,"3b",2,1.235735,6,1.44752,"tonal","dev",1,0
49,26,"m","0","0",1,1,40,8,"3a",2,1.66009,5,1.66782,"atonal","std",2,1
49,26,"m","0","0",1,1,41,2,"1b",2,2.48069,5,1.893385,"atonal","std",2,1
49,26,"m","0","0",1,1,42,43,"5b",1,1.245405,6,1.36365,"tonal","dev",1,1
49,26,"m","0","0",1,1,43,23,"6b",1,2.58133,3,2.881945,"atonal","dev",1,1
49,26,"m","0","0",1,1,44,19,"5b",1,1.46648,3,1.816675,"atonal","dev",1,1
49,26,"m","0","0",1,1,45,3,"1b",2,2.312805,4,2.2624,"atonal","dev",1,0
49,26,"m","0","0",1,1,46,46,"6b",2,1.391965,6,1.793015,"tonal","std",2,1
49,26,"m","0","0",1,1,47,33,"3a",1,1.40893,2,1.190395,"tonal","dev",1,1
50,37,"f","6","8",1,1,0,24,"1a",1,1.758605,7,1.433875,"tonal","std",2,0
50,37,"f","6","8",1,1,1,47,"6b",1,2.684815,7,1.100335,"tonal","dev",1,1
50,37,"f","6","8",1,1,2,20,"6a",2,2.533295,6,2.384015,"atonal","std",2,1
50,37,"f","6","8",1,1,3,33,"3a",1,2.383275,7,0.987435,"tonal","dev",1,1
50,37,"f","6","8",1,1,4,3,"1b",2,2.770915,6,0.73916,"atonal","dev",1,0
50,37,"f","6","8",1,1,5,43,"5b",1,1.90841,6,0.600775,"tonal","dev",1,1
50,37,"f","6","8",1,1,6,31,"2b",2,1.50332,7,0.78586,"tonal","dev",1,0
50,37,"f","6","8",1,1,7,13,"4a",2,1.450445,7,0.934175,"atonal","dev",1,0
50,37,"f","6","8",1,1,8,21,"6a",2,1.683675,6,0.77928,"atonal","dev",1,0
50,37,"f","6","8",1,1,9,4,"2a",1,4.850855,5,1.65011,"atonal","std",2,0
50,37,"f","6","8",1,1,10,6,"2b",1,9.31983,4,2.19296,"atonal","std",2,0
50,37,"f","6","8",1,1,11,41,"5a",1,1.01714,7,0.65425,"tonal","dev",1,1
50,37,"f","6","8",1,1,12,32,"3a",2,2.65023,7,0.42376,"tonal","std",2,1
50,37,"f","6","8",1,1,13,14,"4b",2,2.117725,7,0.479505,"atonal","std",2,1
50,37,"f","6","8",1,1,14,34,"3b",2,1.45225,7,0.484105,"tonal","std",2,1
50,37,"f","6","8",1,1,15,19,"5b",1,1.56687,7,0.460275,"atonal","dev",1,1
50,37,"f","6","8",1,1,16,46,"6b",1,1.000695,7,0.43331,"tonal","std",2,0
50,37,"f","6","8",1,1,17,44,"6a",2,2.07643,6,1.144425,"tonal","std",2,1
50,37,"f","6","8",1,1,18,16,"5a",2,1.667125,5,0.5511,"atonal","std",2,1
50,37,"f","6","8",1,1,19,38,"4b",2,1.61667,5,0.501005,"tonal","std",2,1
50,37,"f","6","8",1,1,20,18,"5b",1,1.17705,5,0.601145,"atonal","std",2,0
50,37,"f","6","8",1,1,21,2,"1b",1,5.799335,6,1.2992,"atonal","std",2,0
50,37,"f","6","8",1,1,22,26,"1b",1,0.62735,7,0.506005,"tonal","std",2,0
50,37,"f","6","8",1,1,23,17,"5a",1,0.67569,7,0.48887,"atonal","dev",1,1
50,37,"f","6","8",1,1,24,36,"4a",2,0.50026,7,0.494515,"tonal","std",2,1
50,37,"f","6","8",1,1,25,28,"2a",2,0.52222,7,0.452795,"tonal","std",2,1
50,37,"f","6","8",1,1,26,5,"2a",2,0.402275,7,0.43374,"atonal","dev",1,0
50,37,"f","6","8",1,1,27,22,"6b",2,1.166625,6,0.350275,"atonal","std",2,1
50,37,"f","6","8",1,1,28,37,"4a",1,0.350105,6,0.51723,"tonal","dev",1,1
50,37,"f","6","8",1,1,29,27,"1b",1,0.384485,6,0.384065,"tonal","dev",1,1
50,37,"f","6","8",1,1,30,39,"4b",1,0.300645,5,0.367515,"tonal","dev",1,1
50,37,"f","6","8",1,1,31,23,"6b",2,0.827125,6,0.39316,"atonal","dev",1,0
50,37,"f","6","8",1,1,32,1,"1a",1,0.35951,6,0.666925,"atonal","dev",1,1
50,37,"f","6","8",1,1,33,9,"3a",1,0.476195,7,0.471905,"atonal","dev",1,1
50,37,"f","6","8",1,1,34,45,"6a",2,1.267455,7,0.400305,"tonal","dev",1,0
50,37,"f","6","8",1,1,35,15,"4b",1,2.671205,5,0.754675,"atonal","dev",1,1
50,37,"f","6","8",1,1,36,7,"2b",2,1.18426,6,0.66028,"atonal","dev",1,0
50,37,"f","6","8",1,1,37,10,"3b",2,1.084235,5,0.766805,"atonal","std",2,1
50,37,"f","6","8",1,1,38,25,"1a",2,0.96729,7,0.4038,"tonal","dev",1,0
50,37,"f","6","8",1,1,39,12,"4a",2,1.117335,7,0.434075,"atonal","std",2,1
50,37,"f","6","8",1,1,40,29,"2a",1,0.400635,7,0.45044,"tonal","dev",1,1
50,37,"f","6","8",1,1,41,11,"3b",1,0.479705,7,0.42645,"atonal","dev",1,1
50,37,"f","6","8",1,1,42,40,"5a",1,0.567555,6,0.43413,"tonal","std",2,0
50,37,"f","6","8",1,1,43,35,"3b",1,0.590835,7,0.518305,"tonal","dev",1,1
