"sub","age","sex","yomt","somt","prof","style","trial_No","trial_idx","mel","resp","resp_rt","conf","conf_rt","cond","deviance","dev","acc"
14,61,"f","0","0",1,1,39,5,"2a",1,1.373,5,2.44,"atonal","dev",1,1
14,61,"f","0","0",1,1,40,7,"2b",1,1.979,4,3.216,"atonal","dev",1,1
14,61,"f","0","0",1,1,41,8,"3a",2,1.494,4,1.501,"atonal","std",2,1
14,61,"f","0","0",1,1,42,12,"4a",2,2.83,3,2.31,"atonal","std",2,1
14,61,"f","0","0",1,1,43,30,"2b",2,1.632,6,1.417,"tonal","std",2,1
14,61,"f","0","0",1,1,44,41,"5a",1,1.955,5,4.555,"tonal","dev",1,1
14,61,"f","0","0",1,1,45,25,"1a",2,1.577,5,2.602,"tonal","dev",1,0
14,61,"f","0","0",1,1,46,26,"1b",2,3.417,4,1.165,"tonal","std",2,1
14,61,"f","0","0",1,1,47,3,"1b",1,1.442,7,0.808,"atonal","dev",1,1
15,28,"f","0","0",1,1,0,12,"4a",2,2.32733,2,2.38369,"atonal","std",2,1
15,28,"f","0","0",1,1,1,29,"2a",1,1.16844,1,0.492395,"tonal","dev",1,1
15,28,"f","0","0",1,1,2,37,"4a",2,1.20598,1,0.49188,"tonal","dev",1,0
15,28,"f","0","0",1,1,3,32,"3a",2,1.57215,1,0.82243,"tonal","std",2,1
15,28,"f","0","0",1,1,4,41,"5a",2,2.862505,2,1.14662,"tonal","dev",1,0
15,28,"f","0","0",1,1,5,22,"6b",1,4.165275,4,2.272175,"atonal","std",2,0
15,28,"f","0","0",1,1,6,42,"5b",2,1.41144,2,0.993235,"tonal","std",2,1
15,28,"f","0","0",1,1,7,18,"5b",2,1.3446,2,0.57136,"atonal","std",2,1
15,28,"f","0","0",1,1,8,39,"4b",2,1.689565,2,1.276365,"tonal","dev",1,0
15,28,"f","0","0",1,1,9,45,"6a",1,2.363025,4,2.29499,"tonal","dev",1,1
15,28,"f","0","0",1,1,10,1,"1a",2,1.633075,3,2.422315,"atonal","dev",1,0
15,28,"f","0","0",1,1,11,8,"3a",2,3.990345,2,12.54774,"atonal","std",2,1
15,28,"f","0","0",1,1,12,26,"1b",2,1.743395,2,0.4111,"tonal","std",2,1
15,28,"f","0","0",1,1,13,3,"1b",2,1.525475,2,0.959485,"atonal","dev",1,0
15,28,"f","0","0",1,1,14,19,"5b",1,0.509415,3,1.66019,"atonal","dev",1,1
15,28,"f","0","0",1,1,15,23,"6b",1,1.761025,2,1.309485,"atonal","dev",1,1
15,28,"f","0","0",1,1,16,27,"1b",1,0.423415,1,0.57394,"tonal","dev",1,1
15,28,"f","0","0",1,1,17,43,"5b",2,1.034895,2,1.255565,"tonal","dev",1,0
15,28,"f","0","0",1,1,18,38,"4b",2,1.12335,1,1.38532,"tonal","std",2,1
15,28,"f","0","0",1,1,19,44,"6a",2,0.707995,1,0.78304,"tonal","std",2,1
15,28,"f","0","0",1,1,20,4,"2a",2,1.32285,4,1.395585,"atonal","std",2,1
15,28,"f","0","0",1,1,21,17,"5a",2,3.26738,3,0.721135,"atonal","dev",1,0
15,28,"f","0","0",1,1,22,46,"6b",2,1.50899,2,0.610885,"tonal","std",2,1
15,28,"f","0","0",1,1,23,47,"6b",1,0.391005,1,1.095155,"tonal","dev",1,1
15,28,"f","0","0",1,1,24,14,"4b",2,1.372215,2,0.626525,"atonal","std",2,1
15,28,"f","0","0",1,1,25,15,"4b",2,3.21322,3,0.889495,"atonal","dev",1,0
15,28,"f","0","0",1,1,26,30,"2b",2,1.38192,1,0.258585,"tonal","std",2,1
15,28,"f","0","0",1,1,27,0,"1a",2,1.39494,2,0.411585,"atonal","std",2,1
15,28,"f","0","0",1,1,28,20,"6a",2,1.689685,2,0.35999,"atonal","std",2,1
15,28,"f","0","0",1,1,29,31,"2b",1,0.406925,1,0.64887,"tonal","dev",1,1
15,28,"f","0","0",1,1,30,10,"3b",2,1.52777,3,1.223935,"atonal","std",2,1
15,28,"f","0","0",1,1,31,24,"1a",2,1.451515,2,0.37233,"tonal","std",2,1
15,28,"f","0","0",1,1,32,11,"3b",2,1.78487,2,0.374735,"atonal","dev",1,0
15,28,"f","0","0",1,1,33,2,"1b",2,1.55869,3,0.22786,"atonal","std",2,1
15,28,"f","0","0",1,1,34,40,"5a",2,1.807095,3,0.29338,"tonal","std",2,1
15,28,"f","0","0",1,1,35,21,"6a",1,1.05995,1,0.42962,"atonal","dev",1,1
15,28,"f","0","0",1,1,36,34,"3b",1,1.74089,4,0.945775,"tonal","std",2,0
15,28,"f","0","0",1,1,37,9,"3a",1,1.16002,2,0.52926,"atonal","dev",1,1
15,28,"f","0","0",1,1,38,35,"3b",1,1.500495,4,0.721045,"tonal","dev",1,1
15,28,"f","0","0",1,1,39,33,"3a",1,0.414145,1,0.225905,"tonal","dev",1,1
15,28,"f","0","0",1,1,40,36,"4a",2,1.495245,3,0.24937,"tonal","std",2,1
15,28,"f","0","0",1,1,41,13,"4a",2,2.290845,3,0.195405,"atonal","dev",1,0
15,28,"f","0","0",1,1,42,16,"5a",2,1.40814,1,0.349665,"atonal","std",2,1
15,28,"f","0","0",1,1,43,5,"2a",1,0.346485,4,0.70534,"atonal","dev",1,1
15,28,"f","0","0",1,1,44,28,"2a",2,1.5518,2,0.187735,"tonal","std",2,1
15,28,"f","0","0",1,1,45,6,"2b",1,0.343495,1,0.225635,"atonal","std",2,0
15,28,"f","0","0",1,1,46,7,"2b",2,1.20825,2,0.44346,"atonal","dev",1,0
15,28,"f","0","0",1,1,47,25,"1a",2,1.42742,3,0.656855,"tonal","dev",1,0
16,37,"f","2","8",1,1,0,4,"2a",1,2.24186,4,2.59574,"atonal","std",2,0
16,37,"f","2","8",1,1,1,20,"6a",2,2.17204,3,3.994775,"atonal","std",2,1
16,37,"f","2","8",1,1,2,40,"5a",1,1.42015,5,2.137,"tonal","std",2,0
16,37,"f","2","8",1,1,3,5,"2a",2,1.286225,6,2.33791,"atonal","dev",1,0
16,37,"f","2","8",1,1,4,26,"1b",2,3.673955,4,4.31355,"tonal","std",2,1
16,37,"f","2","8",1,1,5,25,"1a",2,2.27335,4,1.55357,"tonal","dev",1,0
16,37,"f","2","8",1,1,6,0,"1a",2,1.80311,5,2.541625,"atonal","std",2,1
16,37,"f","2","8",1,1,7,44,"6a",2,2.18718,5,2.77121,"tonal","std",2,1
16,37,"f","2","8",1,1,8,19,"5b",1,1.30343,3,3.00415,"atonal","dev",1,1
16,37,"f","2","8",1,1,9,36,"4a",2,3.30479,5,2.904315,"tonal","std",2,1
16,37,"f","2","8",1,1,10,33,"3a",2,2.02054,6,1.40376,"tonal","dev",1,0
16,37,"f","2","8",1,1,11,8,"3a",2,1.60386,6,1.021385,"atonal","std",2,1
16,37,"f","2","8",1,1,12,10,"3b",1,0.924275,4,3.13797,"atonal","std",2,0
16,37,"f","2","8",1,1,13,9,"3a",1,0.68491,5,1.69488,"atonal","dev",1,1
16,37,"f","2","8",1,1,14,14,"4b",2,1.420135,3,4.156355,"atonal","std",2,1
16,37,"f","2","8",1,1,15,34,"3b",1,2.33691,4,1.30439,"tonal","std",2,0
16,37,"f","2","8",1,1,16,43,"5b",1,1.691855,5,2.229,"tonal","dev",1,1
16,37,"f","2","8",1,1,17,21,"6a",2,1.521575,4,1.91749,"atonal","dev",1,0
16,37,"f","2","8",1,1,18,7,"2b",2,1.6127,5,1.255925,"atonal","dev",1,0
16,37,"f","2","8",1,1,19,1,"1a",1,1.65354,5,1.58593,"atonal","dev",1,1
16,37,"f","2","8",1,1,20,37,"4a",1,1.570415,6,1.814725,"tonal","dev",1,1
16,37,"f","2","8",1,1,21,31,"2b",1,1.486345,5,1.22665,"tonal","dev",1,1
16,37,"f","2","8",1,1,22,32,"3a",2,1.56992,4,1.45314,"tonal","std",2,1
16,37,"f","2","8",1,1,23,46,"6b",1,0.803365,5,1.069295,"tonal","std",2,0
16,37,"f","2","8",1,1,24,3,"1b",2,1.31998,5,2.356015,"atonal","dev",1,0
16,37,"f","2","8",1,1,25,47,"6b",2,2.30779,4,1.48664,"tonal","dev",1,0
16,37,"f","2","8",1,1,26,38,"4b",2,1.63917,5,0.97065,"tonal","std",2,1
16,37,"f","2","8",1,1,27,15,"4b",1,3.33539,3,1.95958,"atonal","dev",1,1
16,37,"f","2","8",1,1,28,42,"5b",1,1.887795,4,1.283095,"tonal","std",2,0
16,37,"f","2","8",1,1,29,30,"2b",1,1.686345,5,1.644155,"tonal","std",2,0
16,37,"f","2","8",1,1,30,11,"3b",2,1.70281,4,1.411185,"atonal","dev",1,0
16,37,"f","2","8",1,1,31,18,"5b",2,1.522175,5,1.167115,"atonal","std",2,1
16,37,"f","2","8",1,1,32,27,"1b",1,1.55465,2,1.89067,"tonal","dev",1,1
16,37,"f","2","8",1,1,33,24,"1a",2,1.319275,3,2.82717,"tonal","std",2,1
16,37,"f","2","8",1,1,34,22,"6b",2,2.18709,1,1.836805,"atonal","std",2,1
16,37,"f","2","8",1,1,35,23,"6b",2,1.55308,1,0.482475,"atonal","dev",1,0
16,37,"f","2","8",1,1,36,13,"4a",2,2.18759,1,0.63619,"atonal","dev",1,0
16,37,"f","2","8",1,1,37,41,"5a",1,1.52581,2,1.92082,"tonal","dev",1,1
16,37,"f","2","8",1,1,38,35,"3b",2,1.336805,3,1.269485,"tonal","dev",1,0
16,37,"f","2","8",1,1,39,16,"5a",1,1.403,3,1.28664,"atonal","std",2,0
16,37,"f","2","8",1,1,40,2,"1b",2,1.67548,4,3.024535,"atonal","std",2,1
16,37,"f","2","8",1,1,41,6,"2b",2,1.186275,5,1.370535,"atonal","std",2,1
16,37,"f","2","8",1,1,42,12,"4a",2,1.870495,4,3.652905,"atonal","std",2,1
16,37,"f","2","8",1,1,43,45,"6a",2,1.506245,4,2.62547,"tonal","dev",1,0
16,37,"f","2","8",1,1,44,28,"2a",1,1.502775,2,1.823415,"tonal","std",2,0
16,37,"f","2","8",1,1,45,39,"4b",1,1.35799,5,1.340825,"tonal","dev",1,1
16,37,"f","2","8",1,1,46,29,"2a",1,1.05322,5,1.47003,"tonal","dev",1,1
16,37,"f","2","8",1,1,47,17,"5a",1,0.918735,4,1.127305,"atonal","dev",1,1
17,63,"f","1","7",1,1,0,28,"2a",1,5.4789,7,5.92276,"tonal","std",2,0
17,63,"f","1","7",1,1,1,42,"5b",1,3.18241,7,3.090895,"tonal","std",2,0
17,63,"f","1","7",1,1,2,18,"5b",1,1.794245,7,2.419635,"atonal","std",2,0
17,63,"f","1","7",1,1,3,10,"3b",2,4.929985,3,4.81529,"atonal","std",2,1
17,63,"f","1","7",1,1,4,29,"2a",1,1.714185,7,2.457885,"tonal","dev",1,1
17,63,"f","1","7",1,1,5,0,"1a",2,7.040245,4,11.78004,"atonal","std",2,1
17,63,"f","1","7",1,1,6,45,"6a",2,1.82122,7,2.55269,"tonal","dev",1,0
17,63,"f","1","7",1,1,7,39,"4b",2,3.33378,3,4.506815,"tonal","dev",1,0
17,63,"f","1","7",1,1,8,17,"5a",2,4.321415,6,6.099105,"atonal","dev",1,0
17,63,"f","1","7",1,1,9,23,"6b",2,3.10338,6,3.11581,"atonal","dev",1,0
17,63,"f","1","7",1,1,10,5,"2a",2,2.93036,6,2.453135,"atonal","dev",1,0
17,63,"f","1","7",1,1,11,33,"3a",2,2.730605,6,2.052855,"tonal","dev",1,0
17,63,"f","1","7",1,1,12,15,"4b",2,2.6854,6,1.78771,"atonal","dev",1,0
17,63,"f","1","7",1,1,13,47,"6b",2,2.60038,6,1.73397,"tonal","dev",1,0
17,63,"f","1","7",1,1,14,7,"2b",2,1.67515,6,1.403035,"atonal","dev",1,0
17,63,"f","1","7",1,1,15,34,"3b",2,1.580895,6,1.52202,"tonal","std",2,1
17,63,"f","1","7",1,1,16,19,"5b",2,1.50698,6,1.510225,"atonal","dev",1,0
17,63,"f","1","7",1,1,17,27,"1b",2,1.6873,6,1.438065,"tonal","dev",1,0
17,63,"f","1","7",1,1,18,40,"5a",2,3.19094,6,1.965675,"tonal","std",2,1
17,63,"f","1","7",1,1,19,44,"6a",2,1.723055,6,1.857,"tonal","std",2,1
17,63,"f","1","7",1,1,20,37,"4a",2,2.779055,6,6.77799,"tonal","dev",1,0
17,63,"f","1","7",1,1,21,32,"3a",2,1.519495,6,2.221835,"tonal","std",2,1
17,63,"f","1","7",1,1,22,3,"1b",2,2.24931,6,1.367925,"atonal","dev",1,0
17,63,"f","1","7",1,1,23,22,"6b",2,1.817465,6,2.953165,"atonal","std",2,1
17,63,"f","1","7",1,1,24,13,"4a",2,1.79046,6,2.138525,"atonal","dev",1,0
17,63,"f","1","7",1,1,25,8,"3a",2,2.422545,6,1.632655,"atonal","std",2,1
17,63,"f","1","7",1,1,26,14,"4b",2,1.839525,6,2.017515,"atonal","std",2,1
17,63,"f","1","7",1,1,27,26,"1b",2,1.670615,6,1.8369,"tonal","std",2,1
17,63,"f","1","7",1,1,28,6,"2b",2,1.351965,6,1.941395,"atonal","std",2,1
17,63,"f","1","7",1,1,29,36,"4a",2,1.50689,6,1.46765,"tonal","std",2,1
17,63,"f","1","7",1,1,30,46,"6b",2,1.442775,6,1.55347,"tonal","std",2,1
17,63,"f","1","7",1,1,31,38,"4b",2,1.43891,4,3.12007,"tonal","std",2,1
17,63,"f","1","7",1,1,32,4,"2a",2,1.591325,6,1.590485,"atonal","std",2,1
17,63,"f","1","7",1,1,33,31,"2b",2,2.969785,4,2.36891,"tonal","dev",1,0
17,63,"f","1","7",1,1,34,35,"3b",2,1.8193,4,1.62123,"tonal","dev",1,0
17,63,"f","1","7",1,1,35,20,"6a",2,1.63749,5,4.83537,"atonal","std",2,1
17,63,"f","1","7",1,1,36,21,"6a",2,2.50253,5,2.406595,"atonal","dev",1,0
17,63,"f","1","7",1,1,37,9,"3a",2,2.173215,4,1.670645,"atonal","dev",1,0
17,63,"f","1","7",1,1,38,41,"5a",2,1.42067,5,3.669375,"tonal","dev",1,0
17,63,"f","1","7",1,1,39,16,"5a",2,1.622035,5,1.67956,"atonal","std",2,1
17,63,"f","1","7",1,1,40,1,"1a",2,2.239625,5,2.43916,"atonal","dev",1,0
17,63,"f","1","7",1,1,41,30,"2b",2,1.967815,5,1.9119,"tonal","std",2,1
17,63,"f","1","7",1,1,42,43,"5b",2,1.790785,5,1.74696,"tonal","dev",1,0
17,63,"f","1","7",1,1,43,12,"4a",2,1.9477,5,1.501895,"atonal","std",2,1
17,63,"f","1","7",1,1,44,2,"1b",2,2.15719,5,1.79706,"atonal","std",2,1
17,63,"f","1","7",1,1,45,25,"1a",2,1.830235,5,1.749685,"tonal","dev",1,0
17,63,"f","1","7",1,1,46,24,"1a",2,1.78607,5,1.63355,"tonal","std",2,1
17,63,"f","1","7",1,1,47,11,"3b",2,1.9867,5,1.90291,"atonal","dev",1,0
18,25,"m","0","0",1,1,0,21,"6a",2,2.500575,6,4.70188,"atonal","dev",1,0
18,25,"m","0","0",1,1,1,41,"5a",2,2.33183,7,1.889255,"tonal","dev",1,0
18,25,"m","0","0",1,1,2,40,"5a",2,3.833665,5,2.601225,"tonal","std",2,1
18,25,"m","0","0",1,1,3,12,"4a",1,2.883345,3,3.101455,"atonal","std",2,0
18,25,"m","0","0",1,1,4,37,"4a",2,2.83354,7,1.3667,"tonal","dev",1,0
18,25,"m","0","0",1,1,5,7,"2b",1,5.16975,5,2.666335,"atonal","dev",1,1
18,25,"m","0","0",1,1,6,43,"5b",2,1.64972,7,1.434505,"tonal","dev",1,0
18,25,"m","0","0",1,1,7,22,"6b",2,2.1836,6,1.86735,"atonal","std",2,1
18,25,"m","0","0",1,1,8,11,"3b",1,3.83258,5,1.56797,"atonal","dev",1,1
18,25,"m","0","0",1,1,9,42,"5b",2,1.816675,6,2.11699,"tonal","std",2,1
18,25,"m","0","0",1,1,10,25,"1a",1,1.420385,7,0.9559,"tonal","dev",1,1
18,25,"m","0","0",1,1,11,39,"4b",2,2.569785,5,3.122435,"tonal","dev",1,0
18,25,"m","0","0",1,1,12,46,"6b",2,2.583435,4,1.000905,"tonal","std",2,1
18,25,"m","0","0",1,1,13,45,"6a",1,2.33812,7,0.583815,"tonal","dev",1,1
18,25,"m","0","0",1,1,14,4,"2a",2,5.15062,4,0.78473,"atonal","std",2,1
18,25,"m","0","0",1,1,15,0,"1a",1,3.484345,2,1.050705,"atonal","std",2,0
18,25,"m","0","0",1,1,16,16,"5a",2,2.832315,1,3.969275,"atonal","std",2,1
18,25,"m","0","0",1,1,17,24,"1a",1,3.935075,1,0.616,"tonal","std",2,0
18,25,"m","0","0",1,1,18,36,"4a",2,3.39962,3,1.73909,"tonal","std",2,1
18,25,"m","0","0",1,1,19,35,"3b",2,1.754825,6,1.21707,"tonal","dev",1,0
18,25,"m","0","0",1,1,20,10,"3b",1,1.816135,4,2.050535,"atonal","std",2,0
18,25,"m","0","0",1,1,21,38,"4b",2,9.150495,5,2.267665,"tonal","std",2,1
18,25,"m","0","0",1,1,22,6,"2b",2,2.03218,1,1.721945,"atonal","std",2,1
18,25,"m","0","0",1,1,23,44,"6a",1,0.69967,2,1.820905,"tonal","std",2,0
18,25,"m","0","0",1,1,24,9,"3a",1,1.087355,7,1.08464,"atonal","dev",1,1
18,25,"m","0","0",1,1,25,20,"6a",1,11.18878,1,1.1542,"atonal","std",2,0
18,25,"m","0","0",1,1,26,19,"5b",1,0.484565,6,1.26608,"atonal","dev",1,1
18,25,"m","0","0",1,1,27,15,"4b",1,0.517385,7,1.133435,"atonal","dev",1,1
18,25,"m","0","0",1,1,28,34,"3b",2,1.30043,5,2.0181,"tonal","std",2,1
18,25,"m","0","0",1,1,29,32,"3a",2,2.634715,2,1.1198,"tonal","std",2,1
18,25,"m","0","0",1,1,30,28,"2a",1,1.218225,6,5.684525,"tonal","std",2,0
18,25,"m","0","0",1,1,31,31,"2b",2,0.73318,5,2.867415,"tonal","dev",1,0
18,25,"m","0","0",1,1,32,17,"5a",1,0.817475,7,0.903505,"atonal","dev",1,1
18,25,"m","0","0",1,1,33,23,"6b",2,2.452505,1,1.76696,"atonal","dev",1,0
18,25,"m","0","0",1,1,34,2,"1b",1,0.5193,2,1.468975,"atonal","std",2,0
18,25,"m","0","0",1,1,35,1,"1a",2,9.499995,1,1.600635,"atonal","dev",1,0
18,25,"m","0","0",1,1,36,8,"3a",1,2.41637,2,1.884255,"atonal","std",2,0
18,25,"m","0","0",1,1,37,30,"2b",2,1.16752,7,0.83395,"tonal","std",2,1
18,25,"m","0","0",1,1,38,26,"1b",2,3.86714,6,1.184115,"tonal","std",2,1
18,25,"m","0","0",1,1,39,47,"6b",1,1.51647,7,1.517475,"tonal","dev",1,1
18,25,"m","0","0",1,1,40,33,"3a",1,1.61907,6,0.569255,"tonal","dev",1,1
18,25,"m","0","0",1,1,41,29,"2a",2,5.033465,3,0.63475,"tonal","dev",1,0
18,25,"m","0","0",1,1,42,3,"1b",1,3.3495,4,2.43412,"atonal","dev",1,1
18,25,"m","0","0",1,1,43,5,"2a",2,3.166335,5,3.90178,"atonal","dev",1,0
18,25,"m","0","0",1,1,44,18,"5b",1,1.683795,3,5.83374,"atonal","std",2,0
18,25,"m","0","0",1,1,45,27,"1b",1,2.532785,6,1.51777,"tonal","dev",1,1
18,25,"m","0","0",1,1,46,13,"4a",1,0.72198,3,1.916295,"atonal","dev",1,1
18,25,"m","0","0",1,1,47,14,"4b",2,4.85123,2,0.31637,"atonal","std",2,1
19,32,"m","0","0",1,1,0,37,"4a",2,3.96671,6,2.856505,"tonal","dev",1,0
19,32,"m","0","0",1,1,1,18,"5b",2,1.80161,6,0.19738,"atonal","std",2,1
19,32,"m","0","0",1,1,2,20,"6a",1,1.367015,5,0.484895,"atonal","std",2,0
19,32,"m","0","0",1,1,3,9,"3a",2,3.198525,2,2.72568,"atonal","dev",1,0
19,32,"m","0","0",1,1,4,16,"5a",2,1.04831,7,1.290435,"atonal","std",2,1
19,32,"m","0","0",1,1,5,29,"2a",1,0.93352,6,2.971795,"tonal","dev",1,1
19,32,"m","0","0",1,1,6,25,"1a",1,2.46755,5,1.89891,"tonal","dev",1,1
19,32,"m","0","0",1,1,7,33,"3a",2,0.56798,6,1.11666,"tonal","dev",1,0
19,32,"m","0","0",1,1,8,7,"2b",2,1.48431,6,1.234455,"atonal","dev",1,0
19,32,"m","0","0",1,1,9,8,"3a",2,5.921825,6,0.10005,"atonal","std",2,1
19,32,"m","0","0",1,1,10,23,"6b",1,1.62074,5,0.167875,"atonal","dev",1,1
19,32,"m","0","0",1,1,11,14,"4b",2,5.081565,5,0.084515,"atonal","std",2,1
19,32,"m","0","0",1,1,12,31,"2b",1,1.05087,6,0.553475,"tonal","dev",1,1
19,32,"m","0","0",1,1,13,15,"4b",1,1.18409,6,0.28589,"atonal","dev",1,1
19,32,"m","0","0",1,1,14,28,"2a",2,1.734025,4,0.800485,"tonal","std",2,1
19,32,"m","0","0",1,1,15,5,"2a",1,1.01186,6,0.40203,"atonal","dev",1,1
19,32,"m","0","0",1,1,16,39,"4b",1,2.533765,4,0.303245,"tonal","dev",1,1
19,32,"m","0","0",1,1,17,26,"1b",2,1.285425,5,0.954615,"tonal","std",2,1
19,32,"m","0","0",1,1,18,46,"6b",1,0.757625,3,2.000285,"tonal","std",2,0
19,32,"m","0","0",1,1,19,22,"6b",2,0.81884,5,1.183735,"atonal","std",2,1
19,32,"m","0","0",1,1,20,44,"6a",2,0.80119,6,1.683935,"tonal","std",2,1
19,32,"m","0","0",1,1,21,2,"1b",2,1.36615,6,0.26677,"atonal","std",2,1
19,32,"m","0","0",1,1,22,35,"3b",1,0.96658,5,0.989415,"tonal","dev",1,1
19,32,"m","0","0",1,1,23,40,"5a",2,0.768405,6,1.35303,"tonal","std",2,1
19,32,"m","0","0",1,1,24,10,"3b",2,2.33364,4,0.1848,"atonal","std",2,1
19,32,"m","0","0",1,1,25,27,"1b",2,6.24796,4,1.274905,"tonal","dev",1,0
19,32,"m","0","0",1,1,26,11,"3b",1,0.675215,5,1.55058,"atonal","dev",1,1
19,32,"m","0","0",1,1,27,32,"3a",2,0.940625,6,1.384495,"tonal","std",2,1
19,32,"m","0","0",1,1,28,12,"4a",1,2.137935,4,0.451255,"atonal","std",2,0
19,32,"m","0","0",1,1,29,36,"4a",1,1.07928,5,1.444995,"tonal","std",2,0
19,32,"m","0","0",1,1,30,1,"1a",2,0.458855,5,0.13369,"atonal","dev",1,0
19,32,"m","0","0",1,1,31,17,"5a",1,0.951775,6,0.55073,"atonal","dev",1,1
19,32,"m","0","0",1,1,32,43,"5b",2,1.6354,6,0.802225,"tonal","dev",1,0
19,32,"m","0","0",1,1,33,47,"6b",1,0.51102,5,0.15108,"tonal","dev",1,1
19,32,"m","0","0",1,1,34,38,"4b",2,0.467035,7,0.137415,"tonal","std",2,1
19,32,"m","0","0",1,1,35,3,"1b",1,1.70196,5,0.21889,"atonal","dev",1,1
19,32,"m","0","0",1,1,36,41,"5a",2,1.484205,6,0.423485,"tonal","dev",1,0
19,32,"m","0","0",1,1,37,42,"5b",2,8.26388,4,1.73712,"tonal","std",2,1
19,32,"m","0","0",1,1,38,34,"3b",2,25.607035,4,0.088245,"tonal","std",2,1
19,32,"m","0","0",1,1,39,19,"5b",1,0.401525,5,0.08734,"atonal","dev",1,1
19,32,"m","0","0",1,1,40,4,"2a",2,1.454035,5,0.183305,"atonal","std",2,1
19,32,"m","0","0",1,1,41,45,"6a",1,0.43408,5,0.10129,"tonal","dev",1,1
19,32,"m","0","0",1,1,42,30,"2b",2,1.588205,6,0.30057,"tonal","std",2,1
19,32,"m","0","0",1,1,43,24,"1a",1,0.737145,6,0.23572,"tonal","std",2,0
19,32,"m","0","0",1,1,44,13,"4a",2,0.47901,6,0.377545,"atonal","dev",1,0
19,32,"m","0","0",1,1,45,0,"1a",2,2.58883,5,0.540705,"atonal","std",2,1
19,32,"m","0","0",1,1,46,6,"2b",1,2.170735,5,0.86712,"atonal","std",2,0
19,32,"m","0","0",1,1,47,21,"6a",1,1.019865,6,0.291255,"atonal","dev",1,1
20,83,"m","4","13",1,1,0,13,"4a",1,3.735,7,3.102,"atonal","dev",1,1
20,83,"m","4","13",1,1,1,24,"1a",1,5.768,2,4.86,"tonal","std",2,0
20,83,"m","4","13",1,1,2,22,"6b",1,2.247,6,3.769,"atonal","std",2,0
20,83,"m","4","13",1,1,3,19,"5b",1,5.743,4,3.235,"atonal","dev",1,1
20,83,"m","4","13",1,1,4,45,"6a",1,3.973,4,2.512,"tonal","dev",1,1
20,83,"m","4","13",1,1,5,2,"1b",2,6.415,4,2.035,"atonal","std",2,1
20,83,"m","4","13",1,1,6,12,"4a",2,2.969,4,1.894,"atonal","std",2,1
20,83,"m","4","13",1,1,7,33,"3a",2,2.38,4,1.973,"tonal","dev",1,0
20,83,"m","4","13",1,1,8,43,"5b",2,2.658,4,1.603,"tonal","dev",1,0
20,83,"m","4","13",1,1,9,17,"5a",2,2.003,4,1.893,"atonal","dev",1,0
20,83,"m","4","13",1,1,10,7,"2b",2,2.677,4,1.368,"atonal","dev",1,0
20,83,"m","4","13",1,1,11,32,"3a",2,1.868,4,1.39,"tonal","std",2,1
20,83,"m","4","13",1,1,12,27,"1b",1,1.524,4,2.369,"tonal","dev",1,1
20,83,"m","4","13",1,1,13,16,"5a",2,1.469,4,1.703,"atonal","std",2,1
20,83,"m","4","13",1,1,14,23,"6b",2,2.037,4,1.603,"atonal","dev",1,0
20,83,"m","4","13",1,1,15,9,"3a",2,1.801,4,1.426,"atonal","dev",1,0
20,83,"m","4","13",1,1,16,38,"4b",2,0.54,4,0.662,"tonal","std",2,1
20,83,"m","4","13",1,1,17,37,"4a",2,2.47,4,0.894,"tonal","dev",1,0
20,83,"m","4","13",1,1,18,35,"3b",1,0.8,4,2.152,"tonal","dev",1,1
20,83,"m","4","13",1,1,19,41,"5a",2,2.781,4,1.261,"tonal","dev",1,0
20,83,"m","4","13",1,1,20,18,"5b",2,2.793,4,1.004,"atonal","std",2,1
20,83,"m","4","13",1,1,21,8,"3a",2,2.11,4,0.673,"atonal","std",2,1
20,83,"m","4","13",1,1,22,1,"1a",2,1.97,4,0.973,"atonal","dev",1,0
20,83,"m","4","13",1,1,23,20,"6a",2,1.647,4,0.936,"atonal","std",2,1
20,83,"m","4","13",1,1,24,29,"2a",2,1.095,4,0.618,"tonal","dev",1,0
20,83,"m","4","13",1,1,25,15,"4b",2,1.581,4,0.736,"atonal","dev",1,0
20,83,"m","4","13",1,1,26,25,"1a",2,1.448,4,0.635,"tonal","dev",1,0
20,83,"m","4","13",1,1,27,3,"1b",2,1.693,4,1.213,"atonal","dev",1,0
20,83,"m","4","13",1,1,28,34,"3b",2,1.503,4,4.955,"tonal","std",2,1
20,83,"m","4","13",1,1,29,47,"6b",2,2.601,4,0.88,"tonal","dev",1,0
20,83,"m","4","13",1,1,30,10,"3b",2,4.27,4,0.985,"atonal","std",2,1
20,83,"m","4","13",1,1,31,14,"4b",2,1.371,4,0.653,"atonal","std",2,1
20,83,"m","4","13",1,1,32,44,"6a",2,1.294,4,0.783,"tonal","std",2,1
20,83,"m","4","13",1,1,33,28,"2a",2,0.935,4,0.544,"tonal","std",2,1
20,83,"m","4","13",1,1,34,0,"1a",2,1.36,4,1.211,"atonal","std",2,1
20,83,"m","4","13",1,1,35,11,"3b",2,1.041,4,0.521,"atonal","dev",1,0
20,83,"m","4","13",1,1,36,36,"4a",2,0.513,4,0.608,"tonal","std",2,1
20,83,"m","4","13",1,1,37,46,"6b",2,0.569,4,0.591,"tonal","std",2,1
20,83,"m","4","13",1,1,38,6,"2b",2,0.685,4,0.503,"atonal","std",2,1
20,83,"m","4","13",1,1,39,21,"6a",1,1.078,4,2.048,"atonal","dev",1,1
