dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.stm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 probability information.content entropy 
28 2 10 "2" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 108 1 1.0 0.13709675 2.8667338 2.7820787 0.13709675 0.13709675 0.024193548 0.13709675 0.36290318 0.024193548 0.080645144 0.024193548 0.024193548 0.024193548 0.024193548 0.13709675 2.8667338 2.7820787 
28 2 11 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 120 1 1.0 0.26749995 1.9023895 2.7626114 0.26749995 0.17999998 0.022499997 0.26749995 0.074999996 0.022499997 0.074999996 0.022499997 0.022499997 0.022499997 0.022499997 0.26749995 1.9023895 2.7626114 
28 2 12 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 132 2 1.0 0.16796872 2.5737355 2.4623387 0.09960936 0.46874997 0.017578123 0.09960936 0.16796872 0.017578123 0.058593743 0.017578123 0.017578123 0.017578123 0.017578123 0.16796872 2.5737355 2.4623387 
28 2 13 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 144 1 0.99999994 0.078431375 3.6724253 2.6372418 0.13333334 0.43529415 0.02352941 0.13333334 0.078431375 0.02352941 0.078431375 0.02352941 0.02352941 0.02352941 0.02352941 0.078431375 3.6724253 2.6372418 
28 2 14 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 156 1 1.0 0.26804122 1.8994732 2.6599684 0.26804122 0.17783503 0.0154639175 0.26804122 0.069587626 0.0154639175 0.12371133 0.0154639175 0.0154639175 0.0154639175 0.0154639175 0.26804122 1.8994732 2.6599684 
28 2 15 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 168 2 1.0 0.20550843 2.2827306 2.3723795 0.10169489 0.45762706 0.012711861 0.10169489 0.057203375 0.012711861 0.20550843 0.012711861 0.012711861 0.012711861 0.012711861 0.20550843 2.2827306 2.3723795 
28 2 16 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 180 2 1.0 0.053999983 4.210897 2.3999672 0.43199992 0.13799997 0.011999997 0.20799994 0.053999983 0.011999997 0.09599998 0.011999997 0.011999997 0.011999997 0.011999997 0.053999983 4.210897 2.3999672 
28 2 17 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 192 1 1.0 0.25966847 1.9452572 2.496276 0.124309376 0.31767952 0.008287291 0.124309376 0.124309376 0.008287291 0.25966847 0.008287291 0.008287291 0.008287291 0.008287291 0.25966847 1.9452572 2.496276 
28 2 18 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 204 2 1.0 0.16887417 2.5659795 2.4206612 0.37748352 0.14569537 0.006622518 0.16887417 0.16887417 0.006622518 0.09933776 0.006622518 0.006622518 0.006622518 0.006622518 0.16887417 2.5659795 2.4206612 
28 2 19 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 216 2 1.0 0.5081967 0.97654104 2.06328 0.07566203 0.23455231 0.0050441357 0.07566203 0.5081967 0.0050441357 0.07566203 0.0050441357 0.0050441357 0.0050441357 0.0050441357 0.5081967 0.97654104 2.06328 
28 2 20 "2" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 228 3 1.0 0.46304345 1.1107805 2.2508075 0.09782607 0.46304345 0.0065217377 0.09782607 0.09782607 0.0065217377 0.20434779 0.0065217377 0.0065217377 0.0065217377 0.0065217377 0.46304345 1.1107805 2.2508075 
28 2 21 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 240 2 1.0 0.43647537 1.1960279 2.287912 0.43647537 0.13524587 0.0061475392 0.20696718 0.0922131 0.0061475392 0.0922131 0.0061475392 0.0061475392 0.0061475392 0.0061475392 0.43647537 1.1960279 2.287912 
28 2 22 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 252 2 1.0 0.07566203 3.7242868 2.06328 0.07566203 0.23455231 0.0050441357 0.07566203 0.07566203 0.0050441357 0.5081967 0.0050441357 0.0050441357 0.0050441357 0.0050441357 0.07566203 3.7242868 2.06328 
28 2 23 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 264 1 1.0 0.08379886 3.5769255 2.2651618 0.08379886 0.2793296 0.0055865915 0.122905 0.39664796 0.0055865915 0.08379886 0.0055865915 0.0055865915 0.0055865915 0.0055865915 0.08379886 3.5769255 2.2651618 
28 2 24 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 276 1 1.0 0.2721519 1.877516 2.4792566 0.13924049 0.22784808 0.006329114 0.22784808 0.09493669 0.006329114 0.2721519 0.006329114 0.006329114 0.006329114 0.006329114 0.2721519 1.877516 2.4792566 
28 2 25 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 288 2 1.0 0.2899023 1.7863612 2.3649423 0.2899023 0.107491866 0.0048859944 0.24429968 0.25570032 0.0048859944 0.07328991 0.0048859944 0.0048859944 0.0048859944 0.0048859944 0.2899023 1.7863612 2.3649423 
28 2 26 "2" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 300 3 1.0 0.39541548 1.3385587 2.233073 0.09455586 0.39541548 0.0042979945 0.15472779 0.06446991 0.0042979945 0.265043 0.0042979945 0.0042979945 0.0042979945 0.0042979945 0.39541548 1.3385587 2.233073 
28 2 27 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 312 2 1.0 0.23018867 2.1191113 2.2405248 0.23018867 0.124528304 0.005660378 0.4415095 0.08490567 0.005660378 0.08490567 0.005660378 0.005660378 0.005660378 0.005660378 0.23018867 2.1191113 2.2405248 
28 2 28 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 324 2 1.0 0.0051194546 7.609794 2.3618822 0.11262798 0.18430033 0.0051194546 0.27986348 0.07679181 0.0051194546 0.31569964 0.0051194546 0.0051194546 0.0051194546 0.0051194546 0.0051194546 7.609794 2.3618822 
28 2 29 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 336 0 1.0 0.18867925 2.4059925 2.955075 0.18867925 0.18867925 0.018867925 0.18867925 0.13207547 0.018867925 0.13207547 0.018867925 0.018867925 0.018867925 0.0754717 0.18867925 2.4059925 2.955075 
28 2 30 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 348 1 0.99999994 0.19242902 2.3776016 2.8419902 0.12618296 0.19242902 0.012618294 0.19242902 0.08832806 0.012618294 0.22082019 0.012618294 0.012618294 0.012618294 0.11671923 0.19242902 2.3776016 2.8419902 
28 2 31 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 360 2 1.0 0.06422019 3.9608293 2.488839 0.38532114 0.16513763 0.009174312 0.09174313 0.21100917 0.009174312 0.06422019 0.009174312 0.009174312 0.009174312 0.03669725 0.06422019 3.9608293 2.488839 
28 2 32 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 372 1 0.99999994 0.30434784 1.7162069 2.6783977 0.20652173 0.10869565 0.0108695645 0.30434784 0.17391306 0.0108695645 0.10869565 0.0108695645 0.0108695645 0.0108695645 0.043478258 0.30434784 1.7162069 2.6783977 
28 3 1 "3" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 500000 NA NA 12 0 0 1.0 0.090909086 3.4594316 3.4594312 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 0.090909086 3.4594316 3.4594312 
28 3 2 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 12 0 1.0 0.06060606 4.044394 2.9805846 0.3939394 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 0.06060606 4.044394 2.9805846 
28 3 3 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 24 0 1.0 0.05660377 4.142958 3.1051767 0.245283 0.05660377 0.05660377 0.245283 0.05660377 0.05660377 0.05660377 0.05660377 0.05660377 0.05660377 0.05660377 0.05660377 4.142958 3.1051767 
28 3 4 "3" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 36 0 1.0 0.1830986 2.4493072 3.215702 0.1830986 0.056338027 0.056338027 0.1830986 0.056338027 0.056338027 0.1830986 0.056338027 0.056338027 0.056338027 0.056338027 0.1830986 2.4493072 3.215702 
28 3 5 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 48 1 1.0 0.040816326 4.61471 2.8076835 0.13265307 0.040816326 0.040816326 0.4081633 0.040816326 0.040816326 0.13265307 0.040816326 0.040816326 0.040816326 0.040816326 0.040816326 4.61471 2.8076835 
28 3 6 "3" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 60 0 1.0 0.14942528 2.742504 3.2970777 0.14942528 0.057471268 0.057471268 0.14942528 0.057471268 0.057471268 0.14942528 0.057471268 0.057471268 0.057471268 0.14942528 0.14942528 2.742504 3.2970777 
28 3 7 "3" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 72 1 0.99999994 0.040214475 4.6361413 2.991403 0.10455763 0.040214475 0.040214475 0.25469166 0.040214475 0.040214475 0.10455763 0.040214475 0.040214475 0.040214475 0.25469166 0.040214475 4.6361413 2.991403 
28 3 8 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 84 0 1.0 0.12871288 2.9577718 3.3553681 0.12871288 0.059405945 0.059405945 0.12871288 0.059405945 0.059405945 0.12871288 0.059405945 0.12871288 0.059405945 0.12871288 0.12871288 2.9577718 3.3553681 
28 3 9 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 96 1 1.0 0.09558823 3.3870232 3.0171707 0.35294116 0.04411765 0.04411765 0.09558823 0.04411765 0.04411765 0.09558823 0.04411765 0.09558823 0.04411765 0.09558823 0.09558823 3.3870232 3.0171707 
28 3 10 "3" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 108 1 1.0 0.3560606 1.4898053 2.9497514 0.3560606 0.037878785 0.037878785 0.09090908 0.037878785 0.037878785 0.14393938 0.037878785 0.09090908 0.037878785 0.09090908 0.3560606 1.4898053 2.9497514 
28 3 11 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 120 2 1.0 0.14364642 2.799406 2.7939987 0.06629834 0.02762431 0.02762431 0.14364642 0.02762431 0.02762431 0.10497238 0.02762431 0.14364642 0.02762431 0.37569064 0.14364642 2.799406 2.7939987 
28 3 12 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 132 1 1.0 0.3929961 1.3474132 2.900755 0.093385205 0.038910504 0.038910504 0.093385205 0.038910504 0.038910504 0.3929961 0.038910504 0.093385205 0.038910504 0.093385205 0.3929961 1.3474132 2.900755 
28 3 13 "3" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 144 1 1.0 0.021097044 5.5668154 2.0612657 0.64135015 0.021097044 0.021097044 0.050632898 0.021097044 0.021097044 0.08016876 0.021097044 0.050632898 0.021097044 0.050632898 0.021097044 5.5668154 2.0612657 
28 3 14 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 156 0 1.0 0.16666667 2.5849626 3.350209 0.111111104 0.05555555 0.05555555 0.111111104 0.111111104 0.05555555 0.16666667 0.05555555 0.111111104 0.05555555 0.111111104 0.16666667 2.5849626 3.350209 
28 3 15 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 168 1 1.0 0.05797101 4.1085243 2.7704875 0.37681162 0.028985506 0.028985506 0.05797101 0.21739133 0.028985506 0.08695652 0.028985506 0.05797101 0.028985506 0.05797101 0.05797101 4.1085243 2.7704875 
28 3 16 "3" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 180 1 1.0 0.0468085 4.4170856 2.108831 0.0468085 0.021276591 0.021276591 0.07234041 0.0468085 0.021276591 0.63404244 0.021276591 0.0468085 0.021276591 0.0468085 0.0468085 4.4170856 2.108831 
28 3 17 "3" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 192 1 1.0 0.03053435 5.033423 2.8900745 0.07633587 0.03053435 0.03053435 0.1221374 0.1221374 0.03053435 0.3740458 0.03053435 0.07633587 0.03053435 0.07633587 0.03053435 5.033423 2.8900745 
28 3 18 "3" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 204 0 1.0 0.09523809 3.3923175 3.3320954 0.09523809 0.09523809 0.047619045 0.14285715 0.14285715 0.047619045 0.14285715 0.047619045 0.09523809 0.047619045 0.09523809 0.09523809 3.3923175 3.3320954 
28 3 19 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 216 1 1.0 0.15887852 2.6540039 3.0064056 0.056074772 0.056074772 0.028037382 0.28971964 0.08411216 0.028037382 0.08411216 0.028037382 0.15887852 0.028037382 0.15887852 0.15887852 2.6540039 3.0064056 
