dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 probability information.content entropy 
28 1 1 "1" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 500000 NA NA 12 0 0 0 0.65866894 0.34133103 0.99999994 1.0 0.11631931 3.1038373 3.4184124 0.11631931 0.03665504 0.128397 0.026706424 0.12524714 0.07735414 0.073421896 0.14399059 0.040320534 0.0971664 0.041396704 0.093024716 0.11631931 3.1038373 3.4184124 
28 1 2 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 12 1 0 0.6968608 0.30313915 1.0 1.0 0.10843278 3.2051272 2.8441396 0.31155917 0.012745332 0.15665491 0.00548318 0.10843278 0.029805377 0.012941203 0.09263163 0.005523351 0.08752451 0.020345928 0.15635255 0.10843278 3.2051272 2.8441396 
28 1 3 "1" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 24 2 0 0.7903947 0.20960534 1.0 1.0 0.00948416 6.720264 2.8054307 0.13533115 0.006433516 0.23435092 0.00948416 0.2260337 0.116286166 0.058929544 0.15720971 0.0037197683 0.037961327 0.0031905763 0.011069549 0.00948416 6.720264 2.8054307 
28 1 4 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 36 3 0 0.93796563 0.06203432 1.0 0.99999994 0.24608886 2.0227487 2.3529425 0.0060502174 0.09878884 0.018173434 0.06462062 0.24608886 0.034633536 0.4400275 0.005733491 0.0062209456 0.0031281 0.006759287 0.06977512 0.24608886 2.0227487 2.3529425 
28 1 5 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 48 3 1 0.589216 0.410784 1.0 1.0 0.08253726 3.5988107 3.0838697 0.104652345 0.028033596 0.10979269 0.095455125 0.23966709 0.0570825 0.17085066 0.08253726 0.005214391 0.09078115 0.004650722 0.011282456 0.08253726 3.5988107 3.0838697 
28 1 6 "1" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 60 4 0 0.7729924 0.22700761 1.0 1.0 0.17731173 2.49564 2.9639597 0.10781282 0.0029048864 0.058277622 0.0038707824 0.14278853 0.09723697 0.17731173 0.23923534 0.0087968 0.10810314 0.005463718 0.04819761 0.17731173 2.49564 2.9639597 
28 1 7 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 72 5 0 0.9886187 0.011381328 0.99999994 1.0 0.40844902 1.2917721 1.8428456 0.0033885394 0.0018540588 0.024870073 0.0019660764 0.44397694 0.018748304 0.040472515 0.40844902 0.004724594 0.040059034 0.0026618298 0.008829032 0.40844902 1.2917721 1.8428456 
28 1 8 "1" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 84 5 1 0.6698762 0.33012375 0.99999994 1.0 0.15196839 2.7181568 2.968175 0.08676906 0.0032471642 0.061745867 0.0044983565 0.20831539 0.060743075 0.17971723 0.17228629 0.010802841 0.15196839 0.005410393 0.054495867 0.15196839 2.7181568 2.968175 
28 1 9 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 96 5 0 0.9457705 0.054229453 1.0 1.0 0.44619912 1.1642405 2.4075456 0.03520502 0.0016058036 0.052601952 0.0017657055 0.036172364 0.025521843 0.042953603 0.44619912 0.00562291 0.12652713 0.009318698 0.21650594 0.44619912 1.1642405 2.4075456 
28 1 10 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 108 6 1 0.6981912 0.30180874 1.0 1.0 0.114453085 3.127172 2.9501653 0.08852037 0.0023785518 0.05324724 0.0030767075 0.114453085 0.10450219 0.21699463 0.19260705 0.006339171 0.16278787 0.007413933 0.047679268 0.114453085 3.127172 2.9501653 
