dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 probability information.content entropy 
29 1 14 "1" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 156 3 1 0.60484105 0.39515886 1.0 1.0 0.10965532 3.1889522 3.5012836 0.0796486 0.051272564 0.06361742 0.10965532 0.071034305 0.124634385 0.080641285 0.0836814 0.14535163 0.049025092 0.0901655 0.051272564 0.10965532 3.1889522 3.5012836 
29 1 15 "1" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 168 4 1 0.8893649 0.110635065 1.0 1.0 0.07780824 3.6839335 2.8520136 0.03511635 0.047136273 0.43405023 0.0097069265 0.092438206 0.07780824 0.043279424 0.08271591 0.06350675 0.04110921 0.042796075 0.030336378 0.07780824 3.6839335 2.8520136 
29 1 16 "1" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 180 4 1 0.8671069 0.13289301 1.0 1.0 0.062276367 4.0051713 2.9486895 0.048443507 0.14568062 0.043360684 0.030211678 0.39234897 0.031440437 0.050787255 0.029301351 0.07815393 0.062276367 0.032898255 0.055096954 0.062276367 4.0051713 2.9486895 
29 1 17 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 192 4 1 0.9231118 0.07688819 1.0 1.0 0.031856146 4.9722843 2.6457605 0.033504456 0.036229186 0.031017683 0.03628697 0.031856146 0.033104345 0.039508574 0.048815113 0.040490177 0.015424963 0.45433697 0.19942532 0.031856146 4.9722843 2.6457605 
29 1 18 "1" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 204 3 1 0.5617996 0.43820035 1.0 1.0 0.08204871 3.6073756 3.5218363 0.086383 0.11644633 0.08204871 0.11009996 0.024895273 0.079043 0.07506405 0.082744814 0.09168016 0.07035384 0.07431252 0.106928304 0.08204871 3.6073756 3.5218363 
29 1 19 "1" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 216 3 1 0.6995626 0.30043742 0.99999994 1.0 0.06342443 3.9788177 3.350156 0.042364497 0.049160045 0.014448667 0.12100215 0.050512463 0.06341861 0.16283827 0.09763467 0.18601818 0.07714059 0.06342443 0.07203755 0.06342443 3.9788177 3.350156 
29 1 20 "1" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 228 3 1 0.63093114 0.36906886 1.0 1.0 0.17610224 2.5055149 3.477767 0.09972261 0.056942955 0.07183022 0.063560694 0.063560694 0.06750012 0.06462875 0.08933448 0.17610224 0.12778893 0.050752353 0.06827594 0.17610224 2.5055149 3.477767 
29 1 21 "1" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 240 4 1 0.88826406 0.11173588 0.99999994 1.0 0.023736777 5.396732 2.8059046 0.07946749 0.03480199 0.03688974 0.038446028 0.03688974 0.044595975 0.023736777 0.23776357 0.025732975 0.3748673 0.032006472 0.03480199 0.023736777 5.396732 2.8059046 
29 1 22 "1" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 252 3 1 0.7241648 0.27583528 1.0 1.0 0.06506273 3.9420247 3.341639 0.06506273 0.058509372 0.06563991 0.27390608 0.04893831 0.080843344 0.051445484 0.081447214 0.06064077 0.080843344 0.07874203 0.053981487 0.06506273 3.9420247 3.341639 
29 1 23 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 264 3 1 0.4920539 0.5079461 1.0 1.0 0.117449656 3.0898857 3.5575018 0.06494822 0.08863592 0.07424692 0.070679106 0.117449656 0.068823546 0.1118677 0.07128101 0.07248568 0.07819764 0.09897629 0.08240838 0.117449656 3.0898857 3.5575018 
29 1 24 "1" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 276 4 1 0.8492181 0.15078199 1.0 1.0 0.2530807 1.9823307 2.9057355 0.028395358 0.034197606 0.04701469 0.2530807 0.027290398 0.13003716 0.036802337 0.0325773 0.036802337 0.3077087 0.035150766 0.030942546 0.2530807 1.9823307 2.9057355 
29 1 25 "1" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 288 4 1 0.93836975 0.061630256 1.0 1.0 0.024103962 5.3745856 2.5120625 0.017761083 0.027544145 0.058375206 0.5312731 0.038807914 0.030658154 0.11254949 0.063566156 0.024103962 0.026608836 0.024103962 0.044647917 0.024103962 5.3745856 2.5120625 
29 1 26 "1" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 300 3 1 0.5355663 0.46443376 1.0 0.99999994 0.11033888 3.1799867 3.484301 0.076539345 0.06241304 0.17817567 0.06415065 0.07911021 0.06299654 0.07069781 0.08761394 0.11033888 0.07069781 0.040389955 0.09687612 0.11033888 3.1799867 3.484301 
29 1 27 "1" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 312 3 2 0.38930973 0.6106903 1.0 1.0 0.08354196 3.5813553 3.5106664 0.086752005 0.06652551 0.08354196 0.083837956 0.07189279 0.07110689 0.14625488 0.057437718 0.055878863 0.08256839 0.13676524 0.057437718 0.08354196 3.5813553 3.5106664 
29 1 28 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 324 4 1 0.9490768 0.050923217 1.0 1.0 0.02427383 5.3644543 2.4180722 0.1066039 0.030631801 0.023389453 0.040098775 0.031020582 0.033463612 0.56202984 0.02427383 0.023206567 0.023206567 0.052435644 0.04963946 0.02427383 5.3644543 2.4180722 
29 1 29 "1" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 336 3 1 0.8276387 0.17236134 1.0 1.0 0.054288514 4.2032094 3.0401 0.057112608 0.04863177 0.02685101 0.043405544 0.04844684 0.06304783 0.19834957 0.014066727 0.050840255 0.054288514 0.0703806 0.32457867 0.054288514 4.2032094 3.0401 
29 1 30 "1" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 348 3 1 0.5302318 0.46976817 1.0 1.0 0.053415906 4.226587 3.442723 0.07354702 0.053415906 0.0581009 0.122507416 0.14343466 0.17437164 0.06481336 0.08117458 0.06612341 0.052747082 0.06616509 0.043598987 0.053415906 4.226587 3.442723 
29 1 31 "1" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 360 3 1 0.9001793 0.099820614 1.0 1.0 0.033838794 4.885178 2.6653993 0.047941487 0.009822431 0.4358984 0.21009625 0.029121302 0.033838794 0.03862071 0.039549664 0.029859236 0.024278184 0.043824427 0.05714916 0.033838794 4.885178 2.6653993 
29 1 32 "1" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 372 3 1 0.637751 0.36224905 1.0 0.99999994 0.046453856 4.428058 3.3444362 0.046220798 0.042054556 0.14540423 0.17572702 0.07271493 0.019872066 0.16552229 0.062240165 0.06916152 0.09740035 0.057228226 0.046453856 0.046453856 4.428058 3.3444362 
29 2 1 "2" NA 0 0 1 0 NA 0 0 0 NA NA 62 96 4 500000 NA NA 12 0 0 0 0.50013894 0.4998611 1.0 1.0 0.0823868 3.601443 3.5847855 0.08286639 0.082506955 0.0823868 0.08222631 0.0823868 0.08362013 0.08421042 0.083817355 0.08334324 0.08393547 0.08365961 0.084991105 0.0823868 3.601443 3.5847855 
29 2 2 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 12 1 0 0.2778755 0.7221245 1.0 1.0 0.07453243 3.745988 3.486014 0.07471513 0.06794638 0.20197502 0.07471513 0.07434856 0.07244123 0.07184279 0.070180215 0.07525637 0.071231104 0.07453243 0.0708156 0.07453243 3.745988 3.486014 
29 2 3 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 24 2 0 0.32043722 0.6795628 1.0 1.0 0.06986971 3.839189 3.4643195 0.07075336 0.06288875 0.16897888 0.06504821 0.06504821 0.06706549 0.06706549 0.0639878 0.06504821 0.06986971 0.16528411 0.06896171 0.06986971 3.839189 3.4643195 
29 2 4 "2" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 36 3 0 0.4551126 0.54488736 1.0 1.0 0.07674026 3.7038727 3.552065 0.09120593 0.07674026 0.1201024 0.0904256 0.062287357 0.077148095 0.061662856 0.080743395 0.055331845 0.08445981 0.09989133 0.10000105 0.07674026 3.7038727 3.552065 
29 2 5 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 48 4 0 0.74664634 0.25335363 1.0 1.0 0.059935737 4.06044 3.228711 0.059935737 0.020888655 0.17597775 0.050180007 0.03891234 0.08147167 0.05009663 0.08475522 0.05914922 0.043436524 0.07089358 0.26430273 0.059935737 4.06044 3.228711 
29 2 6 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 60 3 0 0.5247017 0.4752983 1.0 1.0 0.07176814 3.8005126 3.5533555 0.10174304 0.07609264 0.11125147 0.12380702 0.07298017 0.076511644 0.06693898 0.07298017 0.064289734 0.07609264 0.085544385 0.07176814 0.07176814 3.8005126 3.5533555 
29 2 7 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 72 4 0 0.8320533 0.16794671 1.0 1.0 0.05542671 4.173275 3.0713987 0.038183503 0.1413754 0.044438437 0.15093227 0.043179184 0.05542671 0.037717875 0.32590216 0.033987463 0.052513663 0.040289987 0.036053278 0.05542671 4.173275 3.0713987 
29 2 8 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 84 3 0 0.50877005 0.49122992 1.0 1.0 0.08293909 3.591804 3.5749307 0.07550946 0.08556573 0.102853134 0.08293909 0.07513794 0.08056022 0.06331605 0.08146636 0.096222796 0.09030324 0.08556573 0.08056022 0.08293909 3.591804 3.5749307 
29 2 9 "2" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 96 4 0 0.6311924 0.3688076 1.0 1.0 0.067059614 3.898412 3.4558616 0.10572763 0.06923266 0.07090169 0.02597179 0.083916664 0.08238662 0.067059614 0.07603979 0.058822326 0.19027372 0.09469004 0.074977525 0.067059614 3.898412 3.4558616 
29 2 10 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 108 3 0 0.72040606 0.27959397 1.0 1.0 0.13939224 2.8427777 3.3433225 0.05598885 0.22170112 0.05096912 0.04088611 0.13939224 0.095487975 0.036788173 0.042016 0.08278956 0.05664338 0.05571348 0.12162391 0.13939224 2.8427777 3.3433225 
29 2 11 "2" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 120 4 0 0.6471833 0.35281667 1.0 1.0 0.111636 3.163126 3.4713972 0.071534686 0.1053294 0.07115152 0.069607414 0.023733743 0.07788733 0.06646157 0.1694296 0.111636 0.087436214 0.0825601 0.063232355 0.111636 3.163126 3.4713972 
29 2 12 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 132 4 0 0.7428165 0.2571835 1.0 1.0 0.09437966 3.4053802 3.3189707 0.08649006 0.25943127 0.05627564 0.10082705 0.038313415 0.05387243 0.0794901 0.09437966 0.02595137 0.084990636 0.072733015 0.047245286 0.09437966 3.4053802 3.3189707 
29 2 13 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 144 4 0 0.5845207 0.4154793 1.0 1.0 0.06028596 4.052034 3.5282085 0.11317721 0.077203736 0.07067205 0.12668592 0.06028596 0.06868503 0.07151156 0.053395674 0.07151156 0.12798035 0.08435932 0.07453175 0.06028596 4.052034 3.5282085 
29 2 14 "2" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 156 3 1 0.53606874 0.46393123 1.0 1.0 0.083651245 3.579469 3.5370095 0.08116693 0.11246539 0.087767795 0.07636915 0.03254572 0.078615 0.083651245 0.08044497 0.1185987 0.07169629 0.08538735 0.09129142 0.083651245 3.579469 3.5370095 
29 2 15 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 168 3 1 0.6760153 0.32398465 1.0 1.0 0.19734728 2.3411913 3.4264305 0.056665063 0.0862354 0.11758958 0.19734728 0.059093893 0.06489784 0.0489733 0.06489784 0.047811463 0.13074233 0.06489784 0.06084826 0.19734728 2.3411913 3.4264305 
29 2 16 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 180 4 1 0.93503267 0.06496725 1.0 1.0 0.26068422 1.9396248 2.5486717 0.027288739 0.035711266 0.021162003 0.017518505 0.029711543 0.26068422 0.018254818 0.021162003 0.09046955 0.032120686 0.41984493 0.026071785 0.26068422 1.9396248 2.5486717 
29 2 17 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 192 5 1 0.97672695 0.023273043 1.0 1.0 0.024349013 5.3599925 2.1330547 0.06359893 0.59292686 0.14445198 0.01131902 0.02598789 0.012814961 0.01197985 0.011955615 0.0684039 0.018590806 0.0136211645 0.024349013 0.024349013 5.3599925 2.1330547 
29 2 18 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 204 3 1 0.6523133 0.34768665 1.0 1.0 0.056870494 4.1361756 3.449914 0.056870494 0.1633842 0.11564361 0.0525526 0.074596785 0.061776422 0.05038609 0.15320086 0.09060561 0.06801958 0.06257764 0.05038609 0.056870494 4.1361756 3.449914 
29 2 19 "2" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 216 3 1 0.55381584 0.44618425 1.0 1.0 0.07765803 3.6867213 3.5289955 0.032401763 0.07765803 0.07831134 0.092904516 0.12280542 0.077154234 0.085409075 0.115269504 0.07119865 0.07289413 0.07399715 0.09999624 0.07765803 3.6867213 3.5289955 
29 2 20 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 228 3 1 0.66923106 0.330769 1.0 1.0 0.14395417 2.7963185 3.3980165 0.1353114 0.043400265 0.05381072 0.055948503 0.05189847 0.19527033 0.053960286 0.06465946 0.06291691 0.14395417 0.06291691 0.07595254 0.14395417 2.7963185 3.3980165 
29 2 21 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 240 4 1 0.8556778 0.14432216 0.99999994 0.99999994 0.05383972 4.215185 2.989052 0.04151748 0.041958433 0.03653725 0.10335379 0.06428568 0.084969535 0.051056318 0.04995573 0.39659736 0.02010336 0.05383972 0.055825338 0.05383972 4.215185 2.989052 
29 2 22 "2" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 252 3 1 0.5344906 0.46550938 1.0 1.0 0.067161575 3.8962202 3.5334997 0.05943542 0.063297406 0.067161575 0.065153286 0.09652277 0.057420135 0.09742422 0.12113131 0.07317128 0.12028972 0.0732686 0.10572437 0.067161575 3.8962202 3.5334997 
29 2 23 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 264 3 1 0.49900004 0.5009999 1.0 1.0 0.067144156 3.8965943 3.5322735 0.09799663 0.07792949 0.03622307 0.08600802 0.07909802 0.07409179 0.09216849 0.067144156 0.10501486 0.07681445 0.13213643 0.075374655 0.067144156 3.8965943 3.5322735 
29 2 24 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 276 3 1 0.5734056 0.42659435 1.0 1.0 0.060443375 4.048272 3.474569 0.12608576 0.11500097 0.043334804 0.060443375 0.10749507 0.12972936 0.063234545 0.02829897 0.06266626 0.10271378 0.08448454 0.0765126 0.060443375 4.048272 3.474569 
29 2 25 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 288 3 1 0.6356617 0.36433828 1.0 1.0 0.15210338 2.7168758 3.4194505 0.14554961 0.061376903 0.075835064 0.019000383 0.15210338 0.11697916 0.09694097 0.045055736 0.0470309 0.06448857 0.10563834 0.07000086 0.15210338 2.7168758 3.4194505 
29 2 26 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 300 4 1 0.7719293 0.22807066 1.0 1.0 0.0795327 3.6523082 3.2302656 0.079290874 0.31229016 0.08763169 0.040121038 0.038130265 0.0795327 0.07982054 0.04021604 0.0652155 0.042270314 0.07661627 0.058864567 0.0795327 3.6523082 3.2302656 
29 2 27 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 312 4 1 0.7997866 0.20021336 1.0 1.0 0.062295623 4.0047255 3.0644584 0.039200258 0.09280499 0.044975903 0.21945958 0.037228186 0.036839213 0.035229597 0.052401237 0.0370062 0.3014114 0.04114778 0.062295623 0.062295623 4.0047255 3.0644584 
29 2 28 "2" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 324 3 2 0.37075403 0.629246 1.0 1.0 0.07017541 3.8328907 3.4754412 0.19370517 0.07017541 0.090955414 0.06319304 0.0796348 0.106145695 0.05361634 0.07324927 0.07766326 0.064796045 0.07324927 0.05361634 0.07017541 3.8328907 3.4754412 
29 2 29 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 336 3 1 0.7375998 0.26240027 1.0 1.0 0.049954373 4.323245 3.2131085 0.082983255 0.031766035 0.041165072 0.031766035 0.14084928 0.042026866 0.08912968 0.2323961 0.04366656 0.18265404 0.049954373 0.031642675 0.049954373 4.323245 3.2131085 
29 2 30 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 348 3 1 0.67531276 0.32468727 1.0 1.0 0.12334765 3.0191977 3.3671987 0.12334765 0.04006783 0.07426095 0.13494766 0.053164948 0.22057343 0.04642712 0.07758042 0.059706703 0.06940769 0.044133168 0.056382522 0.12334765 3.0191977 3.3671987 
29 2 31 "2" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 360 4 1 0.5916486 0.40835148 1.0 1.0 0.0532647 4.2306767 3.445706 0.026912948 0.114350446 0.06153751 0.15308098 0.058575373 0.071005635 0.071749896 0.0761452 0.0532647 0.14488961 0.058779567 0.109708086 0.0532647 4.2306767 3.445706 
29 2 32 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 372 3 1 0.48245955 0.51754045 1.0 1.0 0.12085247 3.048681 3.4420419 0.055746127 0.10521663 0.054671768 0.10416432 0.05620041 0.07025859 0.060539465 0.19333118 0.048034567 0.12085247 0.0718533 0.059131052 0.12085247 3.048681 3.4420419 
29 3 1 "3" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 500000 NA NA 12 0 0 0 0.50013757 0.4998624 1.0 1.0 0.08288085 3.5928173 3.5847874 0.08288085 0.08252239 0.08236256 0.082242504 0.08240255 0.08363256 0.08418215 0.08378995 0.08331688 0.08394705 0.08367193 0.08499989 0.08288085 3.5928173 3.5847874 
29 3 2 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 12 1 0 0.27956116 0.7204389 1.0 1.0 0.07292776 3.777388 3.4878485 0.20056728 0.07639875 0.07534676 0.07350437 0.07070609 0.07350437 0.07674125 0.067351885 0.07132982 0.07070609 0.070915565 0.07292776 0.07292776 3.777388 3.4878485 
29 3 3 "3" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 24 2 0 0.32684848 0.6731515 1.0 1.0 0.062544905 3.998964 3.4620314 0.16934335 0.07275464 0.06372436 0.068044096 0.065957054 0.0736246 0.062544905 0.06903992 0.060037863 0.068044096 0.061317775 0.16556734 0.062544905 3.998964 3.4620314 
29 3 4 "3" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 36 3 0 0.46505544 0.53494453 1.0 1.0 0.059311207 4.0755515 3.461892 0.19381467 0.060908955 0.057662357 0.08479744 0.060908955 0.059311207 0.10232966 0.059311207 0.060908955 0.057662357 0.10005461 0.10232966 0.059311207 4.0755515 3.461892 
29 3 5 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 48 3 0 0.4829036 0.51709634 1.0 0.99999994 0.056272753 4.1514196 3.5525103 0.09868163 0.09296692 0.06114191 0.07774863 0.056272753 0.08984987 0.08984987 0.09296692 0.065627374 0.06267528 0.09802793 0.114190854 0.056272753 4.1514196 3.5525103 
29 3 6 "3" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 60 3 0 0.5375335 0.46246642 1.0 1.0 0.066575125 3.9088728 3.5114136 0.13634212 0.06866974 0.07242069 0.066575125 0.039937418 0.09346407 0.10674359 0.06807694 0.12053019 0.056164734 0.07437272 0.09670261 0.066575125 3.9088728 3.5114136 
29 3 7 "3" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 72 3 0 0.61364156 0.38635844 1.0 1.0 0.060646247 4.0434375 3.456002 0.059061244 0.060646247 0.07965845 0.0618091 0.10017152 0.08156559 0.07693195 0.1076527 0.055172488 0.058857426 0.0570337 0.20143951 0.060646247 4.0434375 3.456002 
29 3 8 "3" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 84 3 0 0.60015535 0.39984468 1.0 1.0 0.11689641 3.0966976 3.5104244 0.075999886 0.058685638 0.11089781 0.061354674 0.07369595 0.14731385 0.080473885 0.060762472 0.057039253 0.098194554 0.11689641 0.058685638 0.11689641 3.0966976 3.5104244 
29 3 9 "3" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 96 4 0 0.84641814 0.15358186 1.0 1.0 0.047342382 4.400724 3.0744476 0.042134088 0.030558728 0.042850282 0.044003658 0.056061458 0.0865915 0.06528614 0.37072164 0.0727542 0.047342382 0.04330429 0.098391645 0.047342382 4.400724 3.0744476 
