dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.stm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 probability information.content entropy 
29 3 17 "3" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 192 1 1.0 0.07508533 3.7353253 3.5390873 0.07508533 0.081911266 0.07508533 0.07508533 0.07508533 0.07508533 0.07508533 0.07508533 0.07508533 0.081911266 0.16040957 0.07508533 0.07508533 3.7353253 3.5390873 
29 3 18 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 204 1 1.0 0.07380074 3.7602208 3.5324647 0.07380074 0.16605167 0.07380074 0.08118082 0.07380074 0.07380074 0.07380074 0.07380074 0.07380074 0.08118082 0.08118082 0.07380074 0.07380074 3.7602208 3.5324647 
29 3 19 "3" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 216 1 1.0 0.072289154 3.790077 3.524283 0.072289154 0.08032129 0.072289154 0.17269078 0.08032129 0.072289154 0.072289154 0.072289154 0.072289154 0.08032129 0.08032129 0.072289154 0.072289154 3.790077 3.524283 
29 3 20 "3" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 228 1 1.0 0.07048458 3.8265486 3.5139806 0.07048458 0.07929515 0.07048458 0.07929515 0.18061675 0.07929515 0.07048458 0.07048458 0.07048458 0.07929515 0.07929515 0.07048458 0.07048458 3.8265486 3.5139806 
29 3 21 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 240 1 1.0 0.068292685 3.8721251 3.500722 0.068292685 0.07804879 0.068292685 0.07804879 0.07804879 0.19024391 0.07804879 0.068292685 0.068292685 0.07804879 0.07804879 0.068292685 0.068292685 3.8721251 3.500722 
29 3 22 "3" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 252 1 1.0 0.065573774 3.930737 3.4831934 0.065573774 0.07650273 0.065573774 0.07650273 0.07650273 0.07650273 0.20218581 0.065573774 0.065573774 0.07650273 0.07650273 0.07650273 0.065573774 3.930737 3.4831934 
29 3 23 "3" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 264 1 1.0 0.07453416 3.7459545 3.4592452 0.07453416 0.07453416 0.062111802 0.07453416 0.07453416 0.07453416 0.07453416 0.062111802 0.062111802 0.07453416 0.07453416 0.21739131 0.07453416 3.7459545 3.4592452 
29 3 24 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 276 1 1.0 0.059055116 4.0817943 3.4841383 0.07086614 0.07086614 0.059055116 0.07086614 0.07086614 0.15748031 0.08267716 0.059055116 0.059055116 0.07086614 0.07086614 0.15748031 0.059055116 4.0817943 3.4841383 
29 3 25 "3" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 288 1 1.0 0.053811662 4.215937 3.4697282 0.06726458 0.06726458 0.15695065 0.06726458 0.06726458 0.06726458 0.08071749 0.06726458 0.053811662 0.17040358 0.06726458 0.06726458 0.053811662 4.215937 3.4697282 
29 3 26 "3" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 300 1 1.0 0.06666667 3.9068906 3.3674822 0.06666667 0.06666667 0.05 0.06666667 0.06666667 0.06666667 0.083333336 0.2666667 0.06666667 0.06666667 0.06666667 0.06666667 0.06666667 3.9068906 3.3674822 
29 3 27 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 312 1 1.0 0.062176157 4.0074944 3.4166913 0.062176157 0.062176157 0.046632115 0.062176157 0.062176157 0.062176157 0.0777202 0.18134715 0.062176157 0.0777202 0.18134715 0.062176157 0.062176157 4.0074944 3.4166913 
29 3 28 "3" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 324 1 1.0 0.045918364 4.444785 3.4013472 0.17857145 0.061224487 0.045918364 0.061224487 0.061224487 0.061224487 0.19387756 0.061224487 0.061224487 0.07653061 0.061224487 0.07653061 0.045918364 4.444785 3.4013472 
29 3 29 "3" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 336 1 0.99999994 0.05769231 4.115477 3.2766106 0.05769231 0.05769231 0.05769231 0.05769231 0.05769231 0.05769231 0.07692308 0.05769231 0.30769232 0.07692308 0.05769231 0.07692308 0.05769231 4.115477 3.2766106 
29 3 30 "3" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 348 1 1.0 0.052941173 4.2394657 3.3552635 0.052941173 0.19999996 0.052941173 0.07058823 0.19999996 0.052941173 0.07058823 0.052941173 0.052941173 0.07058823 0.052941173 0.07058823 0.052941173 4.2394657 3.3552635 
29 3 31 "3" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 360 1 1.0 0.052023128 4.264703 3.3364916 0.052023128 0.052023128 0.052023128 0.06936417 0.19653179 0.06936417 0.21387284 0.052023128 0.052023128 0.06936417 0.052023128 0.06936417 0.052023128 4.264703 3.3364916 
29 3 32 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 372 1 1.0 0.050561797 4.3058085 3.3370228 0.050561797 0.1966292 0.050561797 0.06741573 0.050561797 0.06741573 0.06741573 0.050561797 0.050561797 0.21348314 0.06741573 0.06741573 0.050561797 4.3058085 3.3370228 
29 4 1 "4" NA 0 0 1 0 NA 0 0 0 NA NA 65 96 4 500000 NA NA 12 0 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 4 2 "4" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 12 0 1.0 0.055555545 4.169925 3.0781758 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 0.38888884 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 4.169925 3.0781758 
29 4 3 "4" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 24 0 1.0 0.051724143 4.2730184 3.2001402 0.051724143 0.051724143 0.24137932 0.051724143 0.051724143 0.24137932 0.051724143 0.051724143 0.051724143 0.051724143 0.051724143 0.051724143 0.051724143 4.2730184 3.2001402 
29 4 4 "4" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 36 0 0.99999994 0.05128205 4.2854023 3.3122113 0.05128205 0.1794872 0.1794872 0.05128205 0.05128205 0.1794872 0.05128205 0.05128205 0.05128205 0.05128205 0.05128205 0.05128205 0.05128205 4.2854023 3.3122113 
29 4 5 "4" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 48 0 1.0 0.05208334 4.2630343 3.3965354 0.05208334 0.14583334 0.14583334 0.05208334 0.05208334 0.14583334 0.05208334 0.14583334 0.05208334 0.05208334 0.05208334 0.05208334 0.05208334 4.2630343 3.3965354 
29 4 6 "4" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 60 0 0.99999994 0.053571425 4.2223926 3.4583972 0.053571425 0.125 0.125 0.053571425 0.053571425 0.125 0.053571425 0.125 0.053571425 0.053571425 0.125 0.053571425 0.053571425 4.2223926 3.4583972 
29 4 7 "4" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 72 0 1.0 0.055555552 4.169925 3.5032582 0.055555552 0.111111104 0.111111104 0.111111104 0.055555552 0.111111104 0.055555552 0.111111104 0.055555552 0.055555552 0.111111104 0.055555552 0.055555552 4.169925 3.5032582 
29 4 8 "4" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 84 0 1.0 0.05797101 4.1085243 3.5351856 0.05797101 0.10144927 0.10144927 0.10144927 0.10144927 0.10144927 0.05797101 0.10144927 0.05797101 0.05797101 0.10144927 0.05797101 0.05797101 4.1085243 3.5351856 
29 4 9 "4" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 96 0 1.0 0.060810808 4.0395284 3.5571482 0.060810808 0.09459458 0.09459458 0.09459458 0.09459458 0.09459458 0.060810808 0.09459458 0.060810808 0.09459458 0.09459458 0.060810808 0.060810808 4.0395284 3.5571482 
29 4 10 "4" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 108 0 1.0 0.06410255 3.9634743 3.571398 0.06410255 0.08974358 0.08974358 0.08974358 0.08974358 0.08974358 0.06410255 0.08974358 0.08974358 0.08974358 0.08974358 0.06410255 0.06410255 3.9634743 3.571398 
29 4 11 "4" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 120 0 1.0 0.06790124 3.8804183 3.5797439 0.06790124 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.06790124 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.06790124 3.8804183 3.5797439 
29 4 12 "4" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 132 0 1.0 0.07228916 3.790077 3.583761 0.07228916 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.07228916 3.790077 3.583761 
29 4 13 "4" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 144 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 4 14 "4" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 156 1 1.0 0.07777777 3.684498 3.5554965 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.14444445 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 3.684498 3.5554965 
29 4 15 "4" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 168 1 1.0 0.07692307 3.70044 3.5520241 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.08284023 0.07692307 0.07692307 0.14792898 0.07692307 3.70044 3.5520241 
29 4 16 "4" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 180 1 1.0 0.07619049 3.7142453 3.5445318 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.15555558 0.08253969 0.07619049 0.07619049 0.07619049 3.7142453 3.5445318 
29 4 17 "4" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 192 1 1.0 0.07508533 3.7353253 3.5390873 0.07508533 0.07508533 0.07508533 0.07508533 0.081911266 0.07508533 0.07508533 0.07508533 0.081911266 0.16040957 0.07508533 0.07508533 0.07508533 3.7353253 3.5390873 
29 4 18 "4" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 204 1 1.0 0.07380074 3.7602208 3.532465 0.07380074 0.07380074 0.07380074 0.08118081 0.16605167 0.07380074 0.07380074 0.07380074 0.08118081 0.08118081 0.07380074 0.07380074 0.07380074 3.7602208 3.532465 
29 4 19 "4" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 216 1 1.0 0.072289154 3.790077 3.524283 0.072289154 0.072289154 0.072289154 0.17269078 0.08032129 0.072289154 0.072289154 0.072289154 0.08032129 0.08032129 0.08032129 0.072289154 0.072289154 3.790077 3.524283 
29 4 20 "4" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 228 1 1.0 0.07048458 3.8265486 3.5139809 0.07048458 0.07048458 0.07048458 0.07929515 0.07929515 0.07048458 0.07048458 0.07929515 0.07929515 0.07929515 0.18061675 0.07048458 0.07048458 3.8265486 3.5139809 
29 4 21 "4" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 240 1 1.0 0.06829268 3.8721254 3.5007217 0.06829268 0.07804878 0.06829268 0.07804878 0.07804878 0.06829268 0.06829268 0.19024388 0.07804878 0.07804878 0.07804878 0.06829268 0.06829268 3.8721254 3.5007217 
29 4 22 "4" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 252 1 1.0 0.06557377 3.9307375 3.4831934 0.06557377 0.2021858 0.07650273 0.07650273 0.07650273 0.06557377 0.06557377 0.07650273 0.07650273 0.07650273 0.07650273 0.06557377 0.06557377 3.9307375 3.4831934 
29 4 23 "4" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 264 1 1.0 0.07453416 3.7459545 3.4592452 0.062111802 0.07453416 0.21739131 0.07453416 0.07453416 0.07453416 0.062111802 0.07453416 0.07453416 0.07453416 0.07453416 0.062111802 0.07453416 3.7459545 3.4592452 
29 4 24 "4" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 276 1 1.0 0.07086614 3.81876 3.484138 0.059055116 0.07086614 0.07086614 0.07086614 0.15748031 0.07086614 0.059055116 0.07086614 0.15748031 0.08267716 0.07086614 0.059055116 0.07086614 3.81876 3.484138 
29 4 25 "4" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 288 1 1.0 0.06949806 3.8468835 3.4805148 0.057915054 0.06949806 0.06949806 0.08108108 0.15830116 0.06949806 0.057915054 0.06949806 0.06949806 0.08108108 0.15830116 0.057915054 0.06949806 3.8468835 3.4805148 
29 4 26 "4" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 300 1 1.0 0.06818183 3.8744688 3.4772904 0.056818187 0.15909092 0.07954546 0.07954546 0.06818183 0.15909092 0.056818187 0.06818183 0.06818183 0.07954546 0.06818183 0.056818187 0.06818183 3.8744688 3.4772904 
29 4 27 "4" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 312 1 1.0 0.05576208 4.164572 3.4744384 0.05576208 0.15985127 0.07806691 0.07806691 0.0669145 0.0669145 0.05576208 0.07806691 0.0669145 0.07806691 0.15985127 0.05576208 0.05576208 4.164572 3.4744384 
29 4 28 "4" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 324 1 1.0 0.065789476 3.9259994 3.4221964 0.23684213 0.065789476 0.07894737 0.07894737 0.065789476 0.065789476 0.065789476 0.07894737 0.065789476 0.07894737 0.065789476 0.052631583 0.065789476 3.9259994 3.4221964 
29 4 29 "4" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 336 1 1.0 0.1772152 2.4964256 3.4280407 0.050632916 0.07594937 0.1772152 0.07594937 0.06329114 0.06329114 0.06329114 0.1772152 0.06329114 0.07594937 0.06329114 0.050632916 0.1772152 2.4964256 3.4280407 
29 4 30 "4" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 348 2 0.99999994 0.041666664 4.5849624 3.2683814 0.041666664 0.119791664 0.062499993 0.062499993 0.052083332 0.28125003 0.052083332 0.119791664 0.052083332 0.062499993 0.052083332 0.041666664 0.041666664 4.5849624 3.2683814 
29 4 31 "4" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 360 1 1.0 0.057692308 4.115477 3.4097342 0.04326923 0.072115384 0.072115384 0.072115384 0.057692308 0.057692308 0.18269232 0.072115384 0.18269232 0.072115384 0.057692308 0.057692308 0.057692308 4.115477 3.4097342 
29 4 32 "4" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 372 1 1.0 0.0430622 4.537434 3.3829825 0.0430622 0.07177033 0.07177033 0.19138755 0.07177033 0.057416268 0.057416268 0.07177033 0.057416268 0.19138755 0.057416268 0.057416268 0.0430622 4.537434 3.3829825 
29 5 1 "5" NA 0 0 1 0 NA 0 0 0 NA NA 61 96 4 500000 NA NA 12 0 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 5 2 "5" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 12 0 1.0 0.055555537 4.169925 3.0781753 0.055555537 0.3888888 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 4.169925 3.0781753 
29 5 3 "5" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 24 0 1.0 0.051724143 4.2730184 3.20014 0.051724143 0.24137932 0.051724143 0.051724143 0.051724143 0.051724143 0.051724143 0.24137932 0.051724143 0.051724143 0.051724143 0.051724143 0.051724143 4.2730184 3.20014 
29 5 4 "5" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 36 0 1.0 0.05128205 4.2854023 3.3122113 0.05128205 0.1794872 0.05128205 0.05128205 0.05128205 0.1794872 0.05128205 0.1794872 0.05128205 0.05128205 0.05128205 0.05128205 0.05128205 4.2854023 3.3122113 
29 5 5 "5" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 48 0 1.0 0.052083332 4.2630343 3.3965352 0.052083332 0.14583333 0.052083332 0.052083332 0.052083332 0.14583333 0.052083332 0.14583333 0.14583333 0.052083332 0.052083332 0.052083332 0.052083332 4.2630343 3.3965352 
29 5 6 "5" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 60 0 1.0 0.053571425 4.2223926 3.4583974 0.053571425 0.125 0.053571425 0.053571425 0.053571425 0.125 0.125 0.125 0.125 0.053571425 0.053571425 0.053571425 0.053571425 4.2223926 3.4583974 
29 5 7 "5" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 72 0 1.0 0.055555556 4.169925 3.5032582 0.055555556 0.11111111 0.11111111 0.055555556 0.055555556 0.11111111 0.11111111 0.11111111 0.11111111 0.055555556 0.055555556 0.055555556 0.055555556 4.169925 3.5032582 
29 5 8 "5" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 84 0 1.0 0.057971008 4.1085243 3.5351858 0.057971008 0.101449266 0.101449266 0.057971008 0.057971008 0.101449266 0.101449266 0.101449266 0.101449266 0.101449266 0.057971008 0.057971008 0.057971008 4.1085243 3.5351858 
29 5 9 "5" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 96 0 1.0 0.060810816 4.0395284 3.5571494 0.060810816 0.0945946 0.0945946 0.060810816 0.060810816 0.0945946 0.0945946 0.0945946 0.0945946 0.0945946 0.0945946 0.060810816 0.060810816 4.0395284 3.5571494 
29 5 10 "5" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 108 0 1.0 0.06410255 3.9634743 3.5713978 0.06410255 0.08974358 0.08974358 0.06410255 0.08974358 0.08974358 0.08974358 0.08974358 0.08974358 0.08974358 0.08974358 0.06410255 0.06410255 3.9634743 3.5713978 
29 5 11 "5" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 120 0 1.0 0.06790124 3.8804183 3.5797439 0.06790124 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.06790124 0.06790124 3.8804183 3.5797439 
29 5 12 "5" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 132 0 1.0 0.07228916 3.790077 3.583761 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.07228916 0.07228916 3.790077 3.583761 
29 5 13 "5" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 144 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 5 14 "5" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 156 1 1.0 0.07777777 3.684498 3.5554965 0.14444445 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 3.684498 3.5554965 
29 5 15 "5" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 168 1 1.0 0.07692307 3.70044 3.5520236 0.07692307 0.07692307 0.07692307 0.14792898 0.08284023 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 3.70044 3.5520236 
29 5 16 "5" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 180 1 1.0 0.07619048 3.7142453 3.5445313 0.07619048 0.07619048 0.07619048 0.07619048 0.15555556 0.07619048 0.07619048 0.07619048 0.07619048 0.07619048 0.082539685 0.07619048 0.07619048 3.7142453 3.5445313 
29 5 17 "5" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 192 1 1.0 0.07508533 3.7353253 3.5390873 0.07508533 0.07508533 0.07508533 0.07508533 0.081911266 0.07508533 0.07508533 0.07508533 0.07508533 0.081911266 0.16040957 0.07508533 0.07508533 3.7353253 3.5390873 
29 5 18 "5" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 204 1 1.0 0.07380074 3.7602208 3.5324647 0.07380074 0.07380074 0.08118082 0.07380074 0.08118082 0.07380074 0.07380074 0.07380074 0.07380074 0.16605167 0.08118082 0.07380074 0.07380074 3.7602208 3.5324647 
29 5 19 "5" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 216 1 1.0 0.072289154 3.790077 3.524283 0.072289154 0.072289154 0.17269078 0.072289154 0.08032129 0.072289154 0.08032129 0.072289154 0.072289154 0.08032129 0.08032129 0.072289154 0.072289154 3.790077 3.524283 
29 5 20 "5" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 228 1 1.0 0.07048458 3.8265486 3.5139806 0.07048458 0.07048458 0.07929515 0.07048458 0.07929515 0.07048458 0.18061675 0.07048458 0.07929515 0.07929515 0.07929515 0.07048458 0.07048458 3.8265486 3.5139806 
29 5 21 "5" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 240 1 1.0 0.06829268 3.8721254 3.5007217 0.06829268 0.06829268 0.07804878 0.06829268 0.07804878 0.07804878 0.07804878 0.06829268 0.19024388 0.07804878 0.07804878 0.06829268 0.06829268 3.8721254 3.5007217 
29 5 22 "5" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 252 1 1.0 0.06557377 3.9307375 3.4831934 0.06557377 0.06557377 0.07650273 0.06557377 0.07650273 0.2021858 0.07650273 0.07650273 0.07650273 0.07650273 0.07650273 0.06557377 0.06557377 3.9307375 3.4831934 
29 5 23 "5" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 264 1 1.0 0.074534155 3.7459545 3.4592447 0.06211179 0.074534155 0.074534155 0.06211179 0.074534155 0.074534155 0.074534155 0.21739128 0.074534155 0.074534155 0.074534155 0.06211179 0.074534155 3.7459545 3.4592447 
29 5 24 "5" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 276 1 1.0 0.070866145 3.8187594 3.484138 0.05905512 0.070866145 0.15748031 0.05905512 0.070866145 0.070866145 0.070866145 0.070866145 0.070866145 0.08267717 0.15748031 0.05905512 0.070866145 3.8187594 3.484138 
29 5 25 "5" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 288 1 1.0 0.15830117 2.6592562 3.480515 0.05791506 0.06949807 0.15830117 0.05791506 0.06949807 0.06949807 0.081081085 0.06949807 0.15830117 0.081081085 0.06949807 0.05791506 0.15830117 2.6592562 3.480515 
29 5 26 "5" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 300 2 1.0 0.04983389 4.326729 3.2878234 0.04983389 0.059800666 0.059800666 0.04983389 0.059800666 0.27906978 0.14285715 0.059800666 0.059800666 0.069767445 0.059800666 0.04983389 0.04983389 4.326729 3.2878234 
29 5 27 "5" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 312 1 1.0 0.06849314 3.8678968 3.4311461 0.06849314 0.06849314 0.06849314 0.054794516 0.06849314 0.06849314 0.082191765 0.06849314 0.06849314 0.082191765 0.06849314 0.2328767 0.06849314 3.8678968 3.4311461 
29 5 28 "5" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 324 1 0.99999994 0.064935066 3.9448586 3.4513457 0.064935066 0.064935066 0.064935066 0.051948056 0.064935066 0.07792208 0.07792208 0.16883117 0.16883117 0.07792208 0.064935066 0.051948056 0.064935066 3.9448586 3.4513457 
29 5 29 "5" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 336 1 1.0 0.050420173 4.3098555 3.4605668 0.063025214 0.063025214 0.063025214 0.15966384 0.075630255 0.075630255 0.075630255 0.063025214 0.063025214 0.075630255 0.1722689 0.050420173 0.050420173 4.3098555 3.4605668 
29 5 30 "5" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 348 1 1.0 0.06153846 4.022368 3.3773613 0.06153846 0.06153846 0.06153846 0.26153845 0.07692307 0.07692307 0.07692307 0.06153846 0.06153846 0.07692307 0.06153846 0.06153846 0.06153846 4.022368 3.3773613 
29 5 31 "5" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 360 1 1.0 0.07281553 3.7796102 3.3968527 0.07281553 0.058252424 0.058252424 0.043689318 0.07281553 0.19417474 0.07281553 0.058252424 0.058252424 0.07281553 0.058252424 0.17961165 0.07281553 3.7796102 3.3968527 
29 5 32 "5" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 372 1 1.0 0.06896552 3.857981 3.475877 0.06896552 0.055172414 0.055172414 0.1310345 0.08275862 0.06896552 0.06896552 0.055172414 0.055172414 0.06896552 0.14482759 0.14482759 0.06896552 3.857981 3.475877 
29 6 1 "6" NA 0 0 1 0 NA 0 0 0 NA NA 67 96 4 500000 NA NA 12 0 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 6 2 "6" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 12 0 1.0 0.055555545 4.169925 3.0781758 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 0.38888884 0.055555545 0.055555545 0.055555545 0.055555545 0.055555545 4.169925 3.0781758 
29 6 3 "6" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 24 0 1.0 0.051724143 4.2730184 3.20014 0.051724143 0.051724143 0.24137932 0.051724143 0.051724143 0.051724143 0.051724143 0.24137932 0.051724143 0.051724143 0.051724143 0.051724143 0.051724143 4.2730184 3.20014 
