dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.stm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 probability information.content entropy 
29 2 7 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 72 0 1.0 0.055555556 4.169925 3.5032585 0.11111111 0.11111111 0.11111111 0.055555556 0.055555556 0.055555556 0.055555556 0.055555556 0.055555556 0.11111111 0.11111111 0.11111111 0.055555556 4.169925 3.5032585 
29 2 8 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 84 0 1.0 0.057971016 4.1085243 3.5351858 0.10144927 0.10144927 0.10144927 0.057971016 0.057971016 0.10144927 0.057971016 0.057971016 0.057971016 0.10144927 0.10144927 0.10144927 0.057971016 4.1085243 3.5351858 
29 2 9 "2" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 96 0 1.0 0.060810808 4.0395284 3.5571482 0.09459458 0.09459458 0.09459458 0.09459458 0.060810808 0.09459458 0.060810808 0.060810808 0.060810808 0.09459458 0.09459458 0.09459458 0.060810808 4.0395284 3.5571482 
29 2 10 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 108 0 1.0 0.06410256 3.9634743 3.5713983 0.08974359 0.08974359 0.08974359 0.08974359 0.06410256 0.08974359 0.08974359 0.06410256 0.06410256 0.08974359 0.08974359 0.08974359 0.06410256 3.9634743 3.5713983 
29 2 11 "2" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 120 0 1.0 0.06790123 3.8804183 3.5797436 0.08641975 0.08641975 0.08641975 0.08641975 0.08641975 0.08641975 0.08641975 0.06790123 0.06790123 0.08641975 0.08641975 0.08641975 0.06790123 3.8804183 3.5797436 
29 2 12 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 132 0 1.0 0.07228916 3.790077 3.583761 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.07228916 0.08433735 0.08433735 0.08433735 0.08433735 0.07228916 3.790077 3.583761 
29 2 13 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 144 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 2 14 "2" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 156 1 1.0 0.07777777 3.684498 3.5554967 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.14444445 0.07777777 0.07777777 0.07777777 0.07777777 3.684498 3.5554967 
29 2 15 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 168 1 1.0 0.07692307 3.70044 3.552024 0.07692307 0.07692307 0.07692307 0.07692307 0.14792898 0.07692307 0.08284023 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 3.70044 3.552024 
29 2 16 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 180 1 1.0 0.07619049 3.7142453 3.5445318 0.07619049 0.07619049 0.07619049 0.08253969 0.07619049 0.07619049 0.15555558 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 3.7142453 3.5445318 
29 2 17 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 192 1 1.0 0.07508533 3.7353253 3.5390875 0.07508533 0.07508533 0.07508533 0.16040957 0.07508533 0.081911266 0.081911266 0.07508533 0.07508533 0.07508533 0.07508533 0.07508533 0.07508533 3.7353253 3.5390875 
29 2 18 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 204 1 1.0 0.07380074 3.7602208 3.532465 0.07380074 0.07380074 0.07380074 0.08118082 0.07380074 0.16605167 0.08118082 0.07380074 0.07380074 0.07380074 0.07380074 0.08118082 0.07380074 3.7602208 3.532465 
29 2 19 "2" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 216 1 1.0 0.072289154 3.790077 3.5242825 0.08032129 0.072289154 0.072289154 0.08032129 0.072289154 0.08032129 0.08032129 0.072289154 0.072289154 0.072289154 0.072289154 0.17269078 0.072289154 3.790077 3.5242825 
29 2 20 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 228 1 1.0 0.07048458 3.8265486 3.5139806 0.18061675 0.07929515 0.07048458 0.07929515 0.07048458 0.07929515 0.07929515 0.07048458 0.07048458 0.07048458 0.07048458 0.07929515 0.07048458 3.8265486 3.5139806 
29 2 21 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 240 1 0.99999994 0.068292685 3.8721251 3.500722 0.07804879 0.1902439 0.068292685 0.07804879 0.068292685 0.07804879 0.07804879 0.068292685 0.068292685 0.07804879 0.068292685 0.07804879 0.068292685 3.8721251 3.500722 
29 2 22 "2" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 252 1 1.0 0.065573774 3.930737 3.4831932 0.07650274 0.07650274 0.065573774 0.07650274 0.065573774 0.07650274 0.07650274 0.065573774 0.065573774 0.20218582 0.07650274 0.07650274 0.065573774 3.930737 3.4831932 
29 2 23 "2" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 264 1 1.0 0.062111802 4.008989 3.4592452 0.07453416 0.07453416 0.07453416 0.07453416 0.062111802 0.07453416 0.07453416 0.062111802 0.062111802 0.07453416 0.21739131 0.07453416 0.062111802 4.008989 3.4592452 
29 2 24 "2" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 276 1 1.0 0.07142857 3.807355 3.4421911 0.07142857 0.07142857 0.07142857 0.07142857 0.2285714 0.07142857 0.07142857 0.07142857 0.05714285 0.07142857 0.07142857 0.07142857 0.07142857 3.807355 3.4421911 
29 2 25 "2" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 288 1 1.0 0.054298643 4.20294 3.4583962 0.06787331 0.06787331 0.06787331 0.08144796 0.054298643 0.1674208 0.1674208 0.06787331 0.054298643 0.06787331 0.06787331 0.06787331 0.054298643 4.20294 3.4583962 
29 2 26 "2" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 300 1 1.0 0.06315789 3.984893 3.4366758 0.06315789 0.06315789 0.06315789 0.07894737 0.06315789 0.06315789 0.18421054 0.06315789 0.16842104 0.06315789 0.06315789 0.06315789 0.06315789 3.984893 3.4366758 
29 2 27 "2" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 312 1 1.0 0.17801045 2.4899662 3.4045875 0.062827215 0.062827215 0.062827215 0.19371727 0.062827215 0.07853402 0.062827215 0.062827215 0.04712041 0.062827215 0.062827215 0.17801045 0.17801045 2.4899662 3.4045875 
29 2 28 "2" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 324 2 1.0 0.051063824 4.2915545 3.1348135 0.3319149 0.051063824 0.051063824 0.06382979 0.051063824 0.15744682 0.051063824 0.051063824 0.038297866 0.051063824 0.051063824 0.051063824 0.051063824 4.2915545 3.1348135 
29 2 29 "2" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 336 1 1.0 0.06060605 4.044394 3.4137435 0.18181816 0.07575756 0.06060605 0.07575756 0.06060605 0.07575756 0.06060605 0.06060605 0.045454536 0.18181816 0.06060605 0.06060605 0.06060605 4.044394 3.4137435 
29 2 30 "2" NA 0 0 1 0 NA 0 12 0 NA NA 60 96 4 500000 NA NA 12 348 1 1.0 0.0591133 4.0803733 3.4114437 0.0591133 0.073891625 0.18226601 0.073891625 0.0591133 0.073891625 0.0591133 0.0591133 0.044334974 0.18226601 0.073891625 0.0591133 0.0591133 4.0803733 3.4114437 
29 2 31 "2" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 360 1 1.0 0.043689318 4.516576 3.3968527 0.07281553 0.19417474 0.058252424 0.07281553 0.058252424 0.07281553 0.058252424 0.058252424 0.043689318 0.058252424 0.07281553 0.17961165 0.043689318 4.516576 3.3968527 
29 2 32 "2" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 372 1 1.0 0.054545455 4.1963973 3.2719746 0.07272727 0.07272727 0.054545455 0.07272727 0.054545455 0.07272727 0.054545455 0.30909094 0.054545455 0.054545455 0.07272727 0.054545455 0.054545455 4.1963973 3.2719746 
29 3 1 "3" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 500000 NA NA 12 0 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 3 2 "3" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 500000 NA NA 12 12 0 1.0 0.055555537 4.169925 3.0781753 0.3888888 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 0.055555537 4.169925 3.0781753 
29 3 3 "3" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 24 0 1.0 0.05172414 4.2730184 3.2001398 0.24137929 0.05172414 0.05172414 0.05172414 0.05172414 0.05172414 0.05172414 0.05172414 0.05172414 0.05172414 0.05172414 0.24137929 0.05172414 4.2730184 3.2001398 
29 3 4 "3" NA 0 0 1 0 NA 0 12 0 NA NA 65 96 4 500000 NA NA 12 36 0 1.0 0.05128205 4.2854023 3.3122113 0.17948718 0.05128205 0.05128205 0.05128205 0.05128205 0.05128205 0.17948718 0.05128205 0.05128205 0.05128205 0.05128205 0.17948718 0.05128205 4.2854023 3.3122113 
29 3 5 "3" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 48 0 0.99999994 0.05208333 4.2630343 3.396535 0.14583331 0.05208333 0.05208333 0.05208333 0.05208333 0.14583331 0.14583331 0.05208333 0.05208333 0.05208333 0.05208333 0.14583331 0.05208333 4.2630343 3.396535 
29 3 6 "3" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 60 0 1.0 0.053571425 4.2223926 3.4583974 0.125 0.053571425 0.053571425 0.053571425 0.125 0.125 0.125 0.053571425 0.053571425 0.053571425 0.053571425 0.125 0.053571425 4.2223926 3.4583974 
29 3 7 "3" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 72 0 1.0 0.055555552 4.169925 3.5032582 0.111111104 0.055555552 0.055555552 0.111111104 0.111111104 0.111111104 0.111111104 0.055555552 0.055555552 0.055555552 0.055555552 0.111111104 0.055555552 4.169925 3.5032582 
29 3 8 "3" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 84 0 1.0 0.05797101 4.1085243 3.5351856 0.10144927 0.10144927 0.05797101 0.10144927 0.10144927 0.10144927 0.10144927 0.05797101 0.05797101 0.05797101 0.05797101 0.10144927 0.05797101 4.1085243 3.5351856 
29 3 9 "3" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 96 0 1.0 0.060810808 4.0395284 3.5571482 0.09459458 0.09459458 0.060810808 0.09459458 0.09459458 0.09459458 0.09459458 0.060810808 0.060810808 0.060810808 0.09459458 0.09459458 0.060810808 4.0395284 3.5571482 
29 3 10 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 108 0 1.0 0.06410255 3.9634743 3.571398 0.08974358 0.08974358 0.06410255 0.08974358 0.08974358 0.08974358 0.08974358 0.06410255 0.06410255 0.08974358 0.08974358 0.08974358 0.06410255 3.9634743 3.571398 
29 3 11 "3" NA 0 0 1 0 NA 0 12 0 NA NA 62 96 4 500000 NA NA 12 120 0 1.0 0.06790124 3.8804183 3.5797439 0.086419754 0.086419754 0.06790124 0.086419754 0.086419754 0.086419754 0.086419754 0.086419754 0.06790124 0.086419754 0.086419754 0.086419754 0.06790124 3.8804183 3.5797439 
29 3 12 "3" NA 0 0 1 0 NA 0 12 0 NA NA 68 96 4 500000 NA NA 12 132 0 1.0 0.07228916 3.790077 3.583761 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.08433735 0.07228916 0.08433735 0.08433735 0.08433735 0.07228916 3.790077 3.583761 
29 3 13 "3" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 144 0 1.0 0.083333336 3.5849626 3.5849621 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 0.083333336 3.5849626 3.5849621 
29 3 14 "3" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 156 1 1.0 0.07777777 3.684498 3.5554965 0.07777777 0.07777777 0.14444445 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 0.07777777 3.684498 3.5554965 
29 3 15 "3" NA 0 0 1 0 NA 0 12 0 NA NA 70 96 4 500000 NA NA 12 168 1 1.0 0.07692307 3.70044 3.5520241 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.07692307 0.14792898 0.07692307 0.08284023 0.07692307 0.07692307 0.07692307 3.70044 3.5520241 
29 3 16 "3" NA 0 0 1 0 NA 0 12 0 NA NA 61 96 4 500000 NA NA 12 180 1 1.0 0.07619049 3.7142453 3.5445318 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.07619049 0.15555558 0.08253969 0.07619049 0.07619049 3.7142453 3.5445318 
