dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 probability information.content entropy 
28 1 1 "1" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 500000 NA NA 12 0 0 0 0.5001398 0.4998602 1.0 1.0 0.08289185 3.5926256 3.584785 0.08289185 0.08253161 0.082371 0.082210064 0.082371 0.08360767 0.084238864 0.08384492 0.083330035 0.08392386 0.083647266 0.08498231 0.08289185 3.5926256 3.584785 
28 1 2 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 12 1 0 0.27941883 0.7205812 1.0 1.0 0.070556805 3.8250709 3.4874678 0.20083511 0.07628982 0.075410284 0.073567264 0.070556805 0.073567264 0.076634414 0.0674125 0.071185514 0.07076798 0.07097754 0.07279555 0.070556805 3.8250709 3.4874678 
28 1 3 "1" NA 0 0 1 0 NA 0 12 0 NA NA 63 96 4 500000 NA NA 12 24 2 0 0.32124025 0.6787598 1.0 1.0 0.07086404 3.8188026 3.4629397 0.16956016 0.064608626 0.068910696 0.07086404 0.16557123 0.07086404 0.06574059 0.06343314 0.06574059 0.06788855 0.064608626 0.062209725 0.07086404 3.8188026 3.4629397 
28 1 4 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 36 3 0 0.4830761 0.5169239 1.0 0.99999994 0.12792088 2.9666762 3.4864202 0.08596368 0.05671348 0.08300466 0.15355313 0.12792088 0.05800242 0.11638066 0.08722907 0.05264364 0.055392403 0.05264364 0.070552364 0.12792088 2.9666762 3.4864202 
28 1 5 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 48 3 1 0.81980354 0.18019648 1.0 1.0 0.03556182 4.813527 2.844781 0.07215999 0.055823926 0.46044865 0.051769666 0.04211717 0.04129496 0.04867916 0.03556182 0.04685762 0.03749402 0.062772505 0.045020383 0.03556182 4.813527 2.844781 
28 1 6 "1" NA 0 0 1 0 NA 0 12 0 NA NA 66 96 4 500000 NA NA 12 60 3 0 0.623746 0.37625405 1.0 1.0 0.06028982 4.051942 3.4250739 0.09131256 0.061984845 0.055021275 0.17623472 0.06396993 0.06365235 0.06028982 0.06699632 0.047478322 0.086165495 0.17369775 0.053196665 0.06028982 4.051942 3.4250739 
28 1 7 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 72 3 0 0.6060003 0.39399967 1.0 1.0 0.07068333 3.8224862 3.5073032 0.09263434 0.050621416 0.086522765 0.07844134 0.08091788 0.05795111 0.06797224 0.07068333 0.1432083 0.08516269 0.13526322 0.050621416 0.07068333 3.8224862 3.5073032 
28 1 8 "1" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 500000 NA NA 12 84 3 1 0.93027014 0.06972991 0.99999994 1.0 0.040971808 4.6092243 2.2090685 0.03531763 0.027050799 0.028620232 0.043465443 0.033671975 0.039445054 0.63269764 0.0236565 0.02547451 0.040971808 0.030183237 0.039445054 0.040971808 4.6092243 2.2090685 
28 1 9 "1" NA 0 0 1 0 NA 0 12 0 NA NA 67 96 4 500000 NA NA 12 96 3 0 0.53900135 0.4609987 1.0 1.0 0.069404095 3.8488355 3.5293179 0.14023435 0.08187787 0.05372568 0.09016445 0.08240061 0.092173554 0.10528766 0.069404095 0.09615577 0.06703129 0.07284757 0.048697103 0.069404095 3.8488355 3.5293179 
28 1 10 "1" NA 0 0 1 0 NA 0 12 0 NA NA 64 96 4 500000 NA NA 12 108 3 1 0.45099232 0.5490076 1.0 1.0 0.085045256 3.5556254 3.4572432 0.072048716 0.08127178 0.050460115 0.07887335 0.085045256 0.04535742 0.11395091 0.06832142 0.09934818 0.19228825 0.053909153 0.05912543 0.085045256 3.5556254 3.4572432 
