key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,4.737,1,9.188,space,27.438,space,2.236,2,1,4.48,7,3.184,0,0,0,0,1,practice/practice_1_std.wav,2,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,3.569,7,0.841,0,1,1,1,1,practice/practice_1_dev.wav,1,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,1,2.321,7,2.402,0,2,2,2,1,practice/practice_2_std.wav,2,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,0,2.557,1,3.535,0,3,3,3,1,practice/practice_2_dev.wav,1,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,0,2.736,1,3.586,0,4,4,4,1,practice/practice_3_dev.wav,1,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,3.734,3,3.119,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,space,4.636,0,0,0,42,1,mels/tonal_5b_std.wav
,,,,,,,,2,0,5.904,3,1.534,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,1,1,41,1,mels/tonal_5a_dev.wav
,,,,,,,,2,0,3.535,3,0.7,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,2,2,12,1,mels/atonal_4a_std.wav
,,,,,,,,2,0,2.737,3,1.604,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,3,3,16,1,mels/atonal_5a_std.wav
,,,,,,,,2,0,4.372,3,1.242,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,4,4,28,1,mels/tonal_2a_std.wav
,,,,,,,,2,0,2.755,3,0.651,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,5,5,33,1,mels/tonal_3a_dev.wav
,,,,,,,,2,0,2.235,3,0.984,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,6,6,6,1,mels/atonal_2b_std.wav
,,,,,,,,2,0,3.335,3,0.655,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,7,7,15,1,mels/atonal_4b_dev.wav
,,,,,,,,1,1,5.718,3,0.488,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,8,8,40,1,mels/tonal_5a_std.wav
,,,,,,,,2,0,1.908,4,2.002,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,9,9,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,2.686,4,0.968,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,10,10,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,2.033,3,0.619,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,11,11,37,1,mels/tonal_4a_dev.wav
,,,,,,,,2,0,10.26,3,0.319,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,12,12,18,1,mels/atonal_5b_std.wav
,,,,,,,,2,0,1.801,3,0.373,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,13,13,4,1,mels/atonal_2a_std.wav
,,,,,,,,2,0,5.284,3,0.435,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,14,14,26,1,mels/tonal_1b_std.wav
,,,,,,,,2,0,1.602,4,2.018,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,15,15,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,4.575,4,1.002,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,16,16,11,1,mels/atonal_3b_dev.wav
,,,,,,,,1,1,2.102,4,1.735,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,17,17,10,1,mels/atonal_3b_std.wav
,,,,,,,,2,0,4.517,4,0.768,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,18,18,44,1,mels/tonal_6a_std.wav
,,,,,,,,2,0,6.752,3,2.692,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,19,19,3,1,mels/atonal_1b_dev.wav
,,,,,,,,2,0,7.52,3,1.202,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,20,20,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,3.484,3,0.686,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,21,21,47,1,mels/tonal_6b_dev.wav
,,,,,,,,2,0,1.301,3,0.318,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,22,22,39,1,mels/tonal_4b_dev.wav
,,,,,,,,2,0,2.489,3,0.518,,,,,,,,54,f,21,1,4,2020-12-05_01h32.32.827,exp_mumufe_builder,2020.2.2,Win32,60,,,0,23,23,8,1,mels/atonal_3a_std.wav
