key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,61.658,1,18.487,space,39.811,space,4.488,2,1,4.866,7,5.643,0,0,0,0,1,practice/practice_1_std.wav,2,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,6.513,7,2.252,0,1,1,1,1,practice/practice_1_dev.wav,1,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,1,4.287,7,2.637,0,2,2,2,1,practice/practice_2_std.wav,2,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,3.803,7,2.203,0,3,3,3,1,practice/practice_2_dev.wav,1,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,3.502,7,2.232,0,4,4,4,1,practice/practice_3_dev.wav,1,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,2.755,5,3.504,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,space,5.887,0,0,0,9,1,mels/atonal_3a_dev.wav
,,,,,,,,2,0,2.305,6,2.973,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,1,1,0,1,mels/atonal_1a_std.wav
,,,,,,,,2,0,6.679,7,1.95,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,2,2,38,1,mels/tonal_4b_std.wav
,,,,,,,,2,0,2.465,6,2.466,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,3,3,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,2.456,6,3.52,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,4,4,3,1,mels/atonal_1b_dev.wav
,,,,,,,,1,1,2.184,5,4.871,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,5,5,37,1,mels/tonal_4a_dev.wav
,,,,,,,,2,0,2.5,5,3.653,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,6,6,27,1,mels/tonal_1b_dev.wav
,,,,,,,,2,0,3.441,6,2.95,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,7,7,39,1,mels/tonal_4b_dev.wav
,,,,,,,,1,1,1.716,6,1.788,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,8,8,45,1,mels/tonal_6a_dev.wav
,,,,,,,,1,1,1.9,5,2.182,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,9,9,47,1,mels/tonal_6b_dev.wav
,,,,,,,,2,0,2.22,7,1.568,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,10,10,32,1,mels/tonal_3a_std.wav
,,,,,,,,2,0,3.633,5,3.388,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,11,11,35,1,mels/tonal_3b_dev.wav
,,,,,,,,2,0,2.034,7,1.3,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,12,12,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,5.029,5,1.533,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,13,13,19,1,mels/atonal_5b_dev.wav
,,,,,,,,2,0,3.858,6,2.165,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,14,14,1,1,mels/atonal_1a_dev.wav
,,,,,,,,2,0,2.119,7,0.956,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,15,15,28,1,mels/tonal_2a_std.wav
,,,,,,,,2,0,3.566,6,2.2,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,16,16,6,1,mels/atonal_2b_std.wav
,,,,,,,,2,0,3.699,6,1.734,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,17,17,8,1,mels/atonal_3a_std.wav
,,,,,,,,2,0,2.283,6,1.684,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,18,18,21,1,mels/atonal_6a_dev.wav
,,,,,,,,2,0,2.457,6,2.023,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,19,19,46,1,mels/tonal_6b_std.wav
,,,,,,,,2,0,1.834,6,1.206,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,20,20,24,1,mels/tonal_1a_std.wav
,,,,,,,,2,0,3.64,6,1.568,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,21,21,17,1,mels/atonal_5a_dev.wav
,,,,,,,,1,1,0.835,7,1.274,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,22,22,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,9.298,6,2.283,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,23,23,4,1,mels/atonal_2a_std.wav
,,,,,,,,1,1,3.733,5,0.717,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,24,24,26,1,mels/tonal_1b_std.wav
,,,,,,,,2,0,2.201,6,2.016,,,,,,,,I confirm,66,m,62,7,6,2021-01-15_09h16.20.259,exp_mumufe_builder,2020.2.2,Win32,60,,,0,25,25,18,1,mels/atonal_5b_std.wav
