key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study*,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
,,,,,,,,1,1,2.081,5,2.828,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,5,5,19,1,mels/atonal_5b_dev.wav
,,,,,,,,2,0,1.816,6,3.132,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,6,6,30,1,mels/tonal_2b_std.wav
,,,,,,,,1,1,4.184,5,2.321,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,7,7,16,1,mels/atonal_5a_std.wav
,,,,,,,,2,0,2.663,6,3.748,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,8,8,34,1,mels/tonal_3b_std.wav
,,,,,,,,1,1,2.102,5,2.084,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,9,9,18,1,mels/atonal_5b_std.wav
,,,,,,,,1,1,2.184,6,3.592,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,10,10,47,1,mels/tonal_6b_dev.wav
,,,,,,,,2,0,2.132,5,1.964,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,11,11,1,1,mels/atonal_1a_dev.wav
,,,,,,,,1,1,1.917,5,1.957,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,12,12,3,1,mels/atonal_1b_dev.wav
,,,,,,,,1,1,1.788,5,1.651,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,13,13,4,1,mels/atonal_2a_std.wav
,,,,,,,,1,1,2.119,5,2.232,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,14,14,21,1,mels/atonal_6a_dev.wav
,,,,,,,,1,1,2.205,7,2.36,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,15,15,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,1.92,5,3.074,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,16,16,44,1,mels/tonal_6a_std.wav
,,,,,,,,1,1,0.806,6,1.75,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,17,17,40,1,mels/tonal_5a_std.wav
,,,,,,,,1,1,1.869,6,1.815,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,18,18,42,1,mels/tonal_5b_std.wav
,,,,,,,,2,0,2.981,6,2.503,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,19,19,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,2.52,6,2.333,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,20,20,26,1,mels/tonal_1b_std.wav
,,,,,,,,1,1,3.4,5,1.544,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,21,21,10,1,mels/atonal_3b_std.wav
,,,,,,,,1,1,1.283,6,1.97,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,22,22,35,1,mels/tonal_3b_dev.wav
,,,,,,,,1,1,4.211,3,4.135,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,23,23,38,1,mels/tonal_4b_std.wav
,,,,,,,,2,0,2.438,3,4.715,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,24,24,22,1,mels/atonal_6b_std.wav
,,,,,,,,2,0,1.717,6,1.482,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,25,25,28,1,mels/tonal_2a_std.wav
,,,,,,,,1,1,4.187,3,2.65,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,26,26,7,1,mels/atonal_2b_dev.wav
,,,,,,,,2,0,4.052,3,2.319,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,27,27,11,1,mels/atonal_3b_dev.wav
,,,,,,,,1,1,2.048,5,1.28,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,28,28,45,1,mels/tonal_6a_dev.wav
,,,,,,,,1,1,1.105,6,1.807,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,29,29,27,1,mels/tonal_1b_dev.wav
,,,,,,,,1,1,1.368,6,1.116,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,30,30,33,1,mels/tonal_3a_dev.wav
,,,,,,,,2,0,3.02,6,5.85,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,31,31,8,1,mels/atonal_3a_std.wav
,,,,,,,,2,0,4.203,3,2.057,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,32,32,20,1,mels/atonal_6a_std.wav
,,,,,,,,1,1,1.604,5,1.884,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,33,33,37,1,mels/tonal_4a_dev.wav
,,,,,,,,1,1,1.865,3,1.435,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,34,34,23,1,mels/atonal_6b_dev.wav
,,,,,,,,1,1,0.439,6,1.688,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,35,35,5,1,mels/atonal_2a_dev.wav
,,,,,,,,2,0,1.74,5,2.919,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,36,36,15,1,mels/atonal_4b_dev.wav
,,,,,,,,2,0,1.919,6,3.196,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,37,37,46,1,mels/tonal_6b_std.wav
,,,,,,,,2,0,1.796,6,1.616,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,38,38,36,1,mels/tonal_4a_std.wav
,,,,,,,,2,0,1.932,5,3.735,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,39,39,2,1,mels/atonal_1b_std.wav
,,,,,,,,1,1,1.329,6,3.267,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,40,40,39,1,mels/tonal_4b_dev.wav
,,,,,,,,1,1,1.73,6,1.521,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,41,41,17,1,mels/atonal_5a_dev.wav
,,,,,,,,2,0,3.12,3,1.718,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,42,42,9,1,mels/atonal_3a_dev.wav
,,,,,,,,2,0,2.088,3,1.77,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,43,43,0,1,mels/atonal_1a_std.wav
,,,,,,,,1,1,0.671,6,1.734,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,44,44,41,1,mels/tonal_5a_dev.wav
,,,,,,,,1,1,0.802,6,2.154,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,45,45,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,2.42,5,4.551,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,46,46,14,1,mels/atonal_4b_std.wav
,,,,,,,,2,0,1.806,5,3.468,,,,,,,,I confirm,69,f,53,2,12,2021-01-08_16h43.59.747,exp_mumufe_builder,2020.2.2,Win32,60,,,0,47,47,6,1,mels/atonal_2b_std.wav
